INT	INT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT
11364	1043	6	54.5	61.4	1.2	1	-1	-1	-1
11365	1043	6	58.54	57.42	1.4	1	-1	-1	-1
11366	1043	6	60.68	57.99	1.5	1	-1	-1	-1
11367	1043	6	57	62	-4.48	1	-1	-1	-1
11368	1043	6	59.29	59.79	-4.18	1	-1	-1	-1
11369	1043	6	70.6	63.9	-3.72	1	-1	-1	-1
11370	1043	6	55.5	58.7	-3.78	1	-1	-1	-1
11371	1043	6	57.3	60.3	-3.48	1	-1	-1	-1
11372	1043	6	61.93	61.15	-3.28	1	-1	-1	-1
11373	1043	6	68.44	61.89	-1	1	-1	-1	-1
11374	1043	6	67.3	66.3	-1.4	1	-1	-1	-1
11375	1043	6	57	58.4	1	1	-1	-1	-1
11376	1043	6	67.89	64.06	1	1	-1	-1	-1
11377	1043	6	69.9	66.6	1.2	1	-1	-1	-1
11378	1043	6	67.9	67	1.4	1	-1	-1	-1
11379	1043	6	69.56	69.76	0.17	1	-1	-1	-1
11380	1043	6	66.7	68.7	-1.97	1	-1	-1	-1
11381	1043	6	67.6	70.3	0.23	1	-1	-1	-1
11382	1043	6	68.5	68.5	-4.48	1	-1	-1	-1
11383	1043	6	69.56	64.55	1.23	1	-1	-1	-1
11384	1043	6	61.99	58.56	-4.48	1	-1	-1	-1
11385	1044	6	67.12	83.72	-3.28	1	-1	-1	-1
11386	1044	6	52.78	92.87	-1	1	-1	-1	-1
11387	1044	6	89.28	81.31	-1.4	1	-1	-1	-1
11388	1044	6	86.78	78.33	1	1	-1	-1	-1
11389	1044	6	85.44	80.85	1.2	1	-1	-1	-1
11390	1044	6	52.48	90.9	1.4	1	-1	-1	-1
11391	1044	6	67.51	85.42	1.5	1	-1	-1	-1
11392	1044	6	64.69	83.04	-4.48	1	-1	-1	-1
11393	1044	6	55.46	91.73	-4.18	1	-1	-1	-1
11394	1044	6	63.98	85.25	-3.72	1	-1	-1	-1
11395	1044	6	65.89	85.44	-3.78	1	-1	-1	-1
11396	1044	6	87.48	82.42	-3.48	1	-1	-1	-1
11397	1044	6	51.18	88.91	-3.28	1	-1	-1	-1
11398	1044	6	54.15	88.84	-1	1	-1	-1	-1
11399	1044	6	42.03	92.12	-1.4	1	-1	-1	-1
11400	1044	6	39.48	93.2	1	1	-1	-1	-1
11401	1044	6	39.78	90.75	-0.1	1	-1	-1	-1
11402	1044	6	38.11	90.65	1.4	1	-1	-1	-1
11403	1044	6	53.82	90.75	1.5	1	-1	-1	-1
11404	1044	6	88.8	79.06	-4.48	1	-1	-1	-1
11409	1045	6	74.44	99.41	-3.28	1	-1	-1	-1
11410	1045	6	76.66	98.47	-1	1	-1	-1	-1
11411	1045	6	44.35	109.91	-1.4	1	-1	-1	-1
11412	1045	6	58.27	101.95	1	1	-1	-1	-1
11413	1045	6	59.34	105.66	1	1	-1	-1	-1
11414	1045	6	77.43	95.78	1	1	-1	-1	-1
11415	1045	6	72.78	97.03	1	1	-1	-1	-1
11416	1045	6	39.41	108.38	1	1	-1	-1	-1
11417	1045	6	56	104.44	1	1	-1	-1	-1
11418	1045	6	74.93	94.79	1	1	-1	-1	-1
11419	1045	6	60.61	103.26	1	1	-1	-1	-1
11420	1045	6	36.06	108.77	1.5	1	-1	-1	-1
11421	1045	6	37.68	111.33	-4.48	1	-1	-1	-1
11422	1045	6	41.57	110.79	-4.18	1	-1	-1	-1
11423	1045	9	77.4	43.3	2.56	1	-1	-1	-1
11424	1045	6	77.4	83.97	-3.78	1	-1	-1	-1
11425	1045	6	81.13	87.02	-3.48	1	-1	-1	-1
11426	1045	6	79.46	85.54	-3.28	1	-1	-1	-1
11427	1045	6	77.2	86.92	-1	1	-1	-1	-1
11428	1045	6	78.87	88	-1.4	1	-1	-1	-1
11429	1045	6	58.44	103.91	1	1	-1	-1	-1
11430	1042	6	94.17	56.76	0	1	-1	-1	-1
11431	1042	6	92.89	55.03	0	1	-1	-1	-1
11432	1044	6	41.58	90.27	0	1	-1	-1	-1
11433	1044	6	41.19	93.4	0	1	-1	-1	-1
11434	1044	6	64.62	86.81	0	1	-1	-1	-1
11435	1044	6	87.08	80.21	0	1	-1	-1	-1
11436	1045	6	75.22	96.92	0	1	-1	-1	-1
11437	1045	6	79.13	83.68	0	1	-1	-1	-1
11438	1045	6	61.46	105.8	0	1	-1	-1	-1
11439	1045	6	39.34	110.42	0	1	-1	-1	-1
11440	1045	6	57.28	106.51	0	1	-1	-1	-1
11500	1071	7	35.12	28.98	-1.15	1	-1	-1	-1
11501	1071	7	33.66	26.75	1.34	1	-1	-1	-1
11502	1071	7	24.97	31.48	-0.89	1	-1	-1	-1
11503	1071	7	21.75	33.28	-2.1	1	-1	-1	-1
11504	1071	7	29.82	32.67	-1.16	1	-1	-1	-1
11505	1071	7	23.73	32.47	1	1	-1	-1	-1
11506	1071	7	22.25	30.98	0.26	1	-1	-1	-1
11507	1071	7	31.76	26.69	-0.76	1	-1	-1	-1
11508	1071	7	23.85	29.55	1	1	-1	-1	-1
11509	1071	7	32.6	34.48	1	1	-1	-1	-1
11510	1071	7	35.83	26.29	-1.24	1	-1	-1	-1
11511	1071	7	31.62	35.57	-2.92	1	-1	-1	-1
11512	1071	7	34.16	24.63	-1.42	1	-1	-1	-1
11513	1071	7	31.06	33.79	-1.23	1	-1	-1	-1
11514	1071	7	32.22	32.37	-3.16	1	-1	-1	-1
11515	1072	7	18.2	44.11	1	1	-1	-1	-1
11516	1072	7	29.47	55.28	-0.55	1	-1	-1	-1
11517	1072	7	29.28	53.78	-1.01	1	-1	-1	-1
11518	1072	7	32.29	55.21	0.17	1	-1	-1	-1
11519	1072	7	20.47	45.08	1	1	-1	-1	-1
11520	1072	7	32.01	52.92	1	1	-1	-1	-1
11521	1072	7	19.6	41.35	1	1	-1	-1	-1
11522	1072	7	17.01	51.65	1	1	-1	-1	-1
11523	1072	7	19.54	43.03	-0.54	1	-1	-1	-1
11524	1072	7	31.06	53.43	1	1	-1	-1	-1
11525	1072	7	19.06	50.84	-0.07	1	-1	-1	-1
11526	1072	7	18.84	52.71	1	1	-1	-1	-1
11527	1072	7	21.4	52.79	-1.99	1	-1	-1	-1
11528	1072	7	21.59	43.17	-0.88	1	-1	-1	-1
11529	1072	7	17.66	53.71	-0.97	1	-1	-1	-1
11530	1073	7	53.62	39.37	-3.06	1	-1	-1	-1
11531	1073	7	52.82	37.76	1	1	-1	-1	-1
11532	1073	7	61.66	32.4	-4.33	1	-1	-1	-1
11533	1073	7	68.08	28	1	1	-1	-1	-1
11534	1073	7	68.51	30.08	-1.81	1	-1	-1	-1
11535	1073	7	55.69	40.27	1	1	-1	-1	-1
11536	1073	7	69.85	31.3	-1.72	1	-1	-1	-1
11537	1073	7	54.1	41.2	1	1	-1	-1	-1
11538	1073	7	71.65	29.86	-3.87	1	-1	-1	-1
11539	1073	7	55.74	38.18	-3.98	1	-1	-1	-1
11540	1073	7	58.63	32.93	-2.76	1	-1	-1	-1
11541	1073	7	57	34.47	-0.26	1	-1	-1	-1
11542	1073	7	59.74	31.78	1	1	-1	-1	-1
11543	1073	7	58.95	35.37	1	1	-1	-1	-1
11544	1073	7	70.22	28	1	1	-1	-1	-1
11545	1074	7	90.85	24.7	1	1	-1	-1	-1
11546	1074	7	90.86	31.27	1	1	-1	-1	-1
11547	1074	7	89.72	26.08	-2.03	1	-1	-1	-1
11548	1074	7	100.57	28.01	-1.79	1	-1	-1	-1
11549	1074	7	87.69	34.2	-2.14	1	-1	-1	-1
11550	1074	7	91.96	22.58	1	1	-1	-1	-1
11551	1074	7	99.4	29.42	-1.35	1	-1	-1	-1
11552	1074	7	97.39	29.12	1	1	-1	-1	-1
11553	1074	7	86.66	32.35	1	1	-1	-1	-1
11554	1074	7	100.99	30.6	1	1	-1	-1	-1
11555	1074	7	89.95	22.92	-3.41	1	-1	-1	-1
11556	1074	7	99.29	31.72	-2.38	1	-1	-1	-1
11557	1074	7	88.9	32.05	-0.99	1	-1	-1	-1
11558	1074	7	90.52	33.93	-2.78	1	-1	-1	-1
11559	1074	7	88.42	24.36	-1.92	1	-1	-1	-1
11560	1075	7	119.5	101.2	-2.38	1	-1	-1	-1
11561	1075	7	119	102	1	1	-1	-1	-1
11562	1075	7	122	101.3	-3.43	1	-1	-1	-1
11563	1075	7	132.7	115.7	-3.81	1	-1	-1	-1
11564	1075	7	134.35	114.9	-2.93	1	-1	-1	-1
11565	1075	7	134.9	118.4	-3.1	1	-1	-1	-1
11566	1075	7	120.5	103.8	-1.05	1	-1	-1	-1
11567	1075	7	118.7	104	-1.12	1	-1	-1	-1
11568	1075	7	135	102	-0.64	1	-1	-1	-1
11569	1075	7	132.5	102.3	1	1	-1	-1	-1
11570	1075	7	136	105.2	-3.37	1	-1	-1	-1
11571	1075	7	133.1	117.7	-0.42	1	-1	-1	-1
11572	1075	7	136.1	103.5	1	1	-1	-1	-1
11573	1075	7	135.5	116.5	-0.64	1	-1	-1	-1
11574	1075	7	133.7	104.2	1	1	-1	-1	-1
11575	1076	7	146.1	81.4	1	1	-1	-1	-1
11576	1076	7	147.4	79.2	-1.77	1	-1	-1	-1
11577	1076	7	134.7	77.8	-2.71	1	-1	-1	-1
11578	1076	7	138.3	77.2	-3.76	1	-1	-1	-1
11579	1076	7	136.4	76.4	-3	1	-1	-1	-1
11580	1076	7	137.2	78.6	-3.18	1	-1	-1	-1
11581	1076	7	140	94	-2.22	1	-1	-1	-1
11582	1076	7	146	79.9	-2.12	1	-1	-1	-1
11583	1076	7	138	77	-2.58	1	-1	-1	-1
11584	1076	7	138.3	91	-4.03	1	-1	-1	-1
11585	1076	7	140.3	89.6	-3.29	1	-1	-1	-1
11586	1076	7	141	93.2	1	1	-1	-1	-1
11587	1076	7	140.2	92	-2.06	1	-1	-1	-1
11588	1076	7	138.1	75.3	-3.48	1	-1	-1	-1
11589	1076	7	148.5	81.2	-1.21	1	-1	-1	-1
11590	1077	7	30.3	71.1	-0.83	1	-1	-1	-1
11591	1077	7	30.4	61.4	-2.1	1	-1	-1	-1
11592	1077	7	26	63	1	1	-1	-1	-1
11593	1077	7	25	77.7	-2.45	1	-1	-1	-1
11594	1077	7	27.5	81.1	-0.46	1	-1	-1	-1
11595	1077	7	27.6	78.4	-1.07	1	-1	-1	-1
11596	1077	7	29.4	79.7	-2.5	1	-1	-1	-1
11597	1077	7	28.1	60.8	1	1	-1	-1	-1
11598	1077	7	25.4	80.2	-1.94	1	-1	-1	-1
11599	1077	7	27	61.9	1	1	-1	-1	-1
11600	1077	7	30.1	73.4	1	1	-1	-1	-1
11601	1077	7	31.6	73.2	-0.02	1	-1	-1	-1
11602	1077	7	32.6	71.3	1	1	-1	-1	-1
11603	1077	7	29.1	63.2	-2.11	1	-1	-1	-1
11604	1078	7	38.7	68	-0.5	1	-1	-1	-1
11605	1078	7	40	64	-1.33	1	-1	-1	-1
11606	1078	7	43.6	81.1	-2.36	1	-1	-1	-1
11607	1078	7	40.4	65.9	-4.15	1	-1	-1	-1
11608	1078	7	32.5	86.3	-4.08	1	-1	-1	-1
11609	1078	7	35.3	87.7	1	1	-1	-1	-1
11610	1078	7	40.5	79.2	-1.05	1	-1	-1	-1
11611	1078	7	36.2	86.1	-3.91	1	-1	-1	-1
11612	1078	7	40.3	68.4	1	1	-1	-1	-1
11613	1078	7	38	66.3	-4.56	1	-1	-1	-1
11614	1078	7	34.5	86.3	-2.49	1	-1	-1	-1
11615	1078	7	33.6	88.3	1	1	-1	-1	-1
11616	1078	7	42.4	79.9	-1.68	1	-1	-1	-1
11617	1078	7	40.7	81.5	-0.42	1	-1	-1	-1
11618	1079	7	32.3	103.18	1	1	-1	-1	-1
11619	1079	7	30.7	107.3	-1.88	1	-1	-1	-1
11620	1079	7	38.8	110.8	-4.28	1	-1	-1	-1
11621	1079	7	41.6	100.3	-0.06	1	-1	-1	-1
11622	1079	7	40.1	99	-4.05	1	-1	-1	-1
11623	1079	7	39.7	100.8	-4.01	1	-1	-1	-1
11624	1079	7	41.2	98.3	1	1	-1	-1	-1
11625	1079	7	38.2	99.3	-1.03	1	-1	-1	-1
11626	1079	7	29.71	105	-0.96	1	-1	-1	-1
11627	1079	7	32.6	106.8	-0.7	1	-1	-1	-1
11628	1079	7	41.1	110.5	-3.98	1	-1	-1	-1
11629	1079	7	39.5	110.1	-1.12	1	-1	-1	-1
11630	1079	7	32.3	105.3	-4.12	1	-1	-1	-1
11631	1079	7	38.9	112.3	1	1	-1	-1	-1
11632	1079	7	37.3	113.3	-3.66	1	-1	-1	-1
11633	1079	7	36.9	110.6	-3.99	1	-1	-1	-1
11634	1080	7	62.5	97.1	1	1	-1	-1	-1
11635	1080	7	54.9	99	-3.43	1	-1	-1	-1
11636	1080	7	49.7	115.3	0.17	1	-1	-1	-1
11637	1080	7	53.1	100.2	-3.84	1	-1	-1	-1
11638	1080	7	52.2	101.7	-0.77	1	-1	-1	-1
11639	1080	7	52.3	98.8	1	1	-1	-1	-1
11640	1080	7	63.6	98.6	-4.1	1	-1	-1	-1
11641	1080	7	61.9	100.2	-3.98	1	-1	-1	-1
11642	1080	7	63.7	100.1	-4.17	1	-1	-1	-1
11643	1080	7	50.9	100.5	-0.85	1	-1	-1	-1
11644	1080	7	61.3	98.4	-0.11	1	-1	-1	-1
11645	1080	7	51.9	117.1	-4.05	1	-1	-1	-1
11646	1080	7	49.6	117.4	-0.47	1	-1	-1	-1
11647	1080	7	52.1	115	1	1	-1	-1	-1
11648	1081	7	107.94	40.29	-4.4	1	-1	-1	-1
11649	1081	7	95.22	46.39	-4.08	1	-1	-1	-1
11650	1081	7	98.39	46.37	-0.24	1	-1	-1	-1
11651	1081	7	106.18	52.35	-3.69	1	-1	-1	-1
11652	1081	7	109.97	38.96	1	1	-1	-1	-1
11653	1081	7	109.33	40.85	-4.66	1	-1	-1	-1
11654	1081	7	96.48	45.42	-0.03	1	-1	-1	-1
11655	1081	7	107.59	43.15	0.32	1	-1	-1	-1
11656	1081	7	110.88	42.2	-4.04	1	-1	-1	-1
11657	1081	7	99	48.19	-0.49	1	-1	-1	-1
11658	1081	7	96.69	47.48	-4.7	1	-1	-1	-1
11659	1081	7	106.89	54.41	1	1	-1	-1	-1
11660	1081	7	107.62	52.22	-0.06	1	-1	-1	-1
11661	1081	7	109.09	53.68	-4.43	1	-1	-1	-1
11662	1081	7	109.59	51.62	0.72	1	-1	-1	-1
11663	1082	7	122	44.9	1	1	-1	-1	-1
11664	1082	7	132	55.5	-3.73	1	-1	-1	-1
11665	1082	7	120.8	46.7	-4.13	1	-1	-1	-1
11666	1082	7	128.2	56.5	-1.8	1	-1	-1	-1
11667	1082	7	118.3	46.4	-3.99	1	-1	-1	-1
11668	1082	7	129.5	58.3	-3.67	1	-1	-1	-1
11669	1082	7	118.6	68.7	-1.01	1	-1	-1	-1
11670	1082	7	119.2	44.6	0.2	1	-1	-1	-1
11671	1082	7	130.8	57.7	1	1	-1	-1	-1
11672	1082	7	130.1	56.1	1	1	-1	-1	-1
11673	1082	7	119.2	48.5	-3.98	1	-1	-1	-1
11674	1082	7	116.9	66.4	-2.83	1	-1	-1	-1
11675	1082	7	114.9	67.4	-3.79	1	-1	-1	-1
11676	1082	7	116.4	68.6	0.03	1	-1	-1	-1
11677	1082	7	115.5	65.7	-3.93	1	-1	-1	-1
11678	1083	7	69.81	106.93	1	1	-1	-1	-1
11679	1083	7	74.32	115.77	1	1	-1	-1	-1
11680	1083	7	72.57	116.38	1	1	-1	-1	-1
11681	1083	7	70.41	117.84	-0.75	1	-1	-1	-1
11682	1083	7	70.12	104.61	-4.08	1	-1	-1	-1
11683	1083	7	72.35	118.74	-1.09	1	-1	-1	-1
11684	1083	7	67.91	106.46	1	1	-1	-1	-1
11685	1083	7	68.36	104.79	1.34	1	-1	-1	-1
11686	1083	7	79.76	105.3	1	1	-1	-1	-1
11687	1083	7	75.06	117.5	-4.2	1	-1	-1	-1
11688	1083	7	67.7	108.27	1	1	-1	-1	-1
11689	1083	7	81.9	107.37	1	1	-1	-1	-1
11690	1083	7	80.42	107.73	-3.8	1	-1	-1	-1
11691	1083	7	81.38	106.56	-3.91	1	-1	-1	-1
11692	1083	7	81.53	104.22	1	1	-1	-1	-1
11693	1084	7	92.46	106.93	-2.19	1	-1	-1	-1
11694	1084	7	91.28	108.7	-0.57	1	-1	-1	-1
11695	1084	7	96.79	118.52	-3.3	1	-1	-1	-1
11696	1084	7	99.23	119.08	-3.19	1	-1	-1	-1
11697	1084	7	97.6	116.83	-3.89	1	-1	-1	-1
11698	1084	7	100.96	118.07	1	1	-1	-1	-1
11699	1084	7	95.68	109.53	-3.88	1	-1	-1	-1
11700	1084	7	95.04	107.03	-4.15	1	-1	-1	-1
11701	1084	7	99.26	117.45	-1.58	1	-1	-1	-1
11702	1084	7	93.22	108.96	-0.51	1	-1	-1	-1
11703	1084	7	109.04	106.92	1	1	-1	-1	-1
11704	1084	7	107.42	106.76	1	1	-1	-1	-1
11705	1084	7	107.51	109.04	1	1	-1	-1	-1
11706	1084	7	108.98	108.82	1	1	-1	-1	-1
11707	1036	4	87.45	90.06	-3.72	1	-1	-1	-1
11708	1036	4	85.13	88.93	-3.72	1	-1	-1	-1
11709	1036	4	86.15	85.88	-3.72	1	-1	-1	-1
11710	1036	4	86.15	85.88	-3.72	1	-1	-1	-1
11711	1036	4	90.93	77.65	-3.72	1	-1	-1	-1
11712	1036	4	92.29	78.36	-3.72	1	-1	-1	-1
11713	1036	4	92.17	77.06	-3.72	1	-1	-1	-1
11714	1036	4	93.47	77.43	-3.72	1	-1	-1	-1
11715	1036	4	91.12	76.13	-3.72	1	-1	-1	-1
11716	1036	4	91	76.01	-3.72	1	-1	-1	-1
11717	1036	4	91.99	74.71	-3.72	1	-1	-1	-1
11718	1036	4	93.47	75.08	-3.72	1	-1	-1	-1
11719	1036	4	94.46	76.07	-3.72	1	-1	-1	-1
11720	1036	4	94.58	77.92	-3.72	1	-1	-1	-1
11721	1036	4	95.01	76.75	-3.72	1	-1	-1	-1
11722	1036	4	93.47	78.73	-3.72	1	-1	-1	-1
11723	1037	4	80.64	49.47	-3.72	1	-1	-1	-1
11724	1037	4	81.85	50.54	-3.72	1	-1	-1	-1
11725	1037	4	82.42	48.97	-3.72	1	-1	-1	-1
11726	1037	4	83.43	50.21	-3.72	1	-1	-1	-1
11727	1037	4	83.27	51.76	-3.72	1	-1	-1	-1
11728	1037	4	84.2	49.12	-3.72	1	-1	-1	-1
11729	1037	4	85.29	50.44	-3.72	1	-1	-1	-1
11730	1037	4	85.14	51.92	-3.72	1	-1	-1	-1
11731	1037	4	81.95	52.23	-3.72	1	-1	-1	-1
11732	1037	4	83.5	53.16	-3.72	1	-1	-1	-1
11733	1037	4	84.9	52.85	-3.72	1	-1	-1	-1
11734	1038	4	56.49	12.33	-4.48	1	-1	-1	-1
11735	1038	4	67.87	9.65	-4.48	1	-1	-1	-1
11736	1038	4	66.57	9.57	-4.48	1	-1	-1	-1
11737	1038	4	69.21	10.95	-4.48	1	-1	-1	-1
11738	1038	4	69.01	9	-4.48	1	-1	-1	-1
11739	1038	4	66.17	11.89	-4.48	1	-1	-1	-1
11740	1038	4	67.83	12.54	-4.48	1	-1	-1	-1
11741	1038	4	69.83	9.89	-4.48	1	-1	-1	-1
11742	1038	4	75.42	17.36	-4.48	1	-1	-1	-1
11743	1038	4	75.55	16.28	-4.48	1	-1	-1	-1
11744	1038	4	76.68	20.13	-4.48	1	-1	-1	-1
11745	1038	4	77.94	16.71	-4.48	1	-1	-1	-1
11746	1038	4	76.12	18.75	-4.48	1	-1	-1	-1
11747	1039	4	73.17	29.1	1	1	-1	-1	-1
11748	1039	4	74.87	28.58	1	1	-1	-1	-1
11749	1039	4	73.12	27.54	1	1	-1	-1	-1
11750	1039	4	71.51	29.1	1	1	-1	-1	-1
11751	1039	4	73.21	30.61	1	1	-1	-1	-1
11752	1039	4	74.11	29.71	1	1	-1	-1	-1
11753	1039	4	80.47	36.96	1	1	-1	-1	-1
11754	1039	4	79.9	35.92	1	1	-1	-1	-1
11755	1039	4	78.81	36.01	1	1	-1	-1	-1
11756	1039	4	81.12	36.2	1	1	-1	-1	-1
11757	1039	4	80.93	38.85	1	1	-1	-1	-1
11758	1052	8	54.63	20.32	1	1	-1	-1	-1
11759	1052	8	58.15	18.65	-3.46	1	-1	-1	-1
11760	1052	8	58.75	20.83	1	1	-1	-1	-1
11761	1052	8	55.71	18.7	-0.2	1	-1	-1	-1
11762	1052	8	56.65	21	1.26	1	-1	-1	-1
11763	1052	8	66	17.28	-0.37	1	-1	-1	-1
11764	1052	8	70.04	16.46	1	1	-1	-1	-1
11765	1052	8	70.12	19.07	-4	1	-1	-1	-1
11766	1052	8	67.53	18.88	1	1	-1	-1	-1
11767	1052	8	67.99	16.42	-3.95	1	-1	-1	-1
11768	1052	8	72.69	29.75	1	1	-1	-1	-1
11769	1052	8	75.01	25.94	-4.22	1	-1	-1	-1
11770	1052	8	73.6	27.73	-3.53	1	-1	-1	-1
11771	1052	8	75.64	28.19	0.23	1	-1	-1	-1
11772	1052	8	72.76	25.89	-0.91	1	-1	-1	-1
11773	1053	8	74.27	36.67	-4.26	1	-1	-1	-1
11774	1053	8	75.37	40.75	-0.08	1	-1	-1	-1
11775	1053	8	76.38	38.68	-1.22	1	-1	-1	-1
11776	1053	8	72.71	38.85	-2.18	1	-1	-1	-1
11777	1053	8	74.5	38.85	-3.33	1	-1	-1	-1
11778	1053	8	73.24	48.72	0.46	1	-1	-1	-1
11779	1053	8	75.54	51.82	-0.7	1	-1	-1	-1
11780	1053	8	76.34	48.35	-1.79	1	-1	-1	-1
11781	1053	8	73.34	50.72	-2.58	1	-1	-1	-1
11782	1053	8	75.16	49.99	-3.81	1	-1	-1	-1
11783	1053	8	67.93	46.09	-4.71	1	-1	-1	-1
11784	1053	8	66.63	47.94	-0.11	1	-1	-1	-1
11785	1053	8	65.79	45.96	-0.91	1	-1	-1	-1
11786	1053	8	68.61	44.02	-1.49	1	-1	-1	-1
11787	1053	8	66.39	43.75	1.02	1	-1	-1	-1
11788	1054	8	49.6	58.9	-3.71	1	-1	-1	-1
11789	1054	8	48.3	57.2	-1.84	1	-1	-1	-1
11790	1054	8	51.6	59.2	-3.71	1	-1	-1	-1
11791	1054	8	50.7	56.8	-2.92	1	-1	-1	-1
11792	1054	8	52.7	57.3	1	1	-1	-1	-1
11793	1054	8	47.63	66.14	0.51	1	-1	-1	-1
11794	1054	8	45.22	66.67	-0.86	1	-1	-1	-1
11795	1054	8	46.52	63.91	-1.94	1	-1	-1	-1
11796	1054	8	42.54	65.68	1	1	-1	-1	-1
11797	1054	8	44.31	64.51	0.51	1	-1	-1	-1
11798	1054	8	44.16	55.32	1	1	-1	-1	-1
11799	1054	8	40.16	56.98	-0.86	1	-1	-1	-1
11800	1054	8	40.37	53.86	-4.69	1	-1	-1	-1
11801	1054	8	42.17	54.84	1	1	-1	-1	-1
11802	1054	8	42.37	57.17	1	1	-1	-1	-1
11803	1055	8	18.86	79.41	1	1	-1	-1	-1
11804	1055	8	16.72	80	1	1	-1	-1	-1
11805	1055	8	19.57	77.21	0.14	1	-1	-1	-1
11806	1055	8	17.31	77.91	1	1	-1	-1	-1
11807	1055	8	15.05	78.01	-4.06	1	-1	-1	-1
11808	1055	8	22.1	84.79	0.14	1	-1	-1	-1
11809	1055	8	23.75	86.36	-1	1	-1	-1	-1
11810	1055	8	25.55	84.2	-4.06	1	-1	-1	-1
11811	1055	8	23.66	83.28	-1.86	1	-1	-1	-1
11812	1055	8	25.77	86.34	1	1	-1	-1	-1
11813	1055	8	15.03	88.43	-0.63	1	-1	-1	-1
11814	1055	8	17.96	89.54	1	1	-1	-1	-1
11815	1055	8	17.32	92.75	0.14	1	-1	-1	-1
11816	1055	8	14.68	92.26	-3.05	1	-1	-1	-1
11817	1055	8	13.76	90.12	-2.01	1	-1	-1	-1
11818	1055	8	16.08	90.65	-1.05	1	-1	-1	-1
11819	1056	8	28.81	110.54	1	1	-1	-1	-1
11820	1056	8	26.84	109.39	-2.69	1	-1	-1	-1
11821	1056	8	27.11	112.01	1	1	-1	-1	-1
11822	1056	8	29.13	112.79	-0.49	1	-1	-1	-1
11823	1056	8	30.89	110.06	-3.25	1	-1	-1	-1
11824	1056	8	30.57	105.09	-2.9	1	-1	-1	-1
11825	1056	8	33	103	-0.49	1	-1	-1	-1
11826	1056	8	32.88	105.43	-3.25	1	-1	-1	-1
11827	1056	8	34.81	104.26	1	1	-1	-1	-1
11828	1056	8	30.86	102.9	-0.69	1	-1	-1	-1
11829	1056	8	44.62	106.74	-4.17	1	-1	-1	-1
11830	1056	8	43.12	108.36	-1.78	1	-1	-1	-1
11831	1056	8	42.75	106	1	1	-1	-1	-1
11832	1056	8	46.03	108.22	-4.39	1	-1	-1	-1
11833	1056	8	43.89	111.57	1.34	1	-1	-1	-1
11834	1057	8	55.89	104.91	-2.42	1	-1	-1	-1
11835	1057	8	56.45	102.6	-4.01	1	-1	-1	-1
11836	1057	8	58.07	104.41	0	1	-1	-1	-1
11837	1057	8	59.95	102.95	-3.39	1	-1	-1	-1
11838	1057	8	59.47	106.21	-2.92	1	-1	-1	-1
11839	1057	8	66.61	102.87	1.29	1	-1	-1	-1
11840	1057	8	68.76	103.93	0.36	1	-1	-1	-1
11841	1057	8	66.5	100.41	-2.37	1	-1	-1	-1
11842	1057	8	70.4	102.43	1.29	1	-1	-1	-1
11843	1057	8	68.52	101.64	-0.78	1	-1	-1	-1
11844	1057	8	63.65	112.74	0.36	1	-1	-1	-1
11845	1057	8	61.63	113.46	-1.59	1	-1	-1	-1
11846	1057	8	62	111.28	1.03	1	-1	-1	-1
11847	1057	8	65.01	111.27	-4.03	1	-1	-1	-1
11848	1057	8	64.77	114.81	-1.56	1	-1	-1	-1
11849	1058	8	128.66	126.51	-2.21	1	-1	-1	-1
11850	1058	8	132.72	127.15	-1.56	1	-1	-1	-1
11851	1058	8	132.87	122.58	-3.54	1	-1	-1	-1
11852	1058	8	127.64	122.99	-4.13	1	-1	-1	-1
11853	1058	8	130.57	124.47	-2.21	1	-1	-1	-1
11854	1058	8	121.27	95.91	-0.62	1	-1	-1	-1
11855	1058	8	118.4	99.05	-1.17	1	-1	-1	-1
11856	1058	8	121.25	98.29	-2.96	1	-1	-1	-1
11857	1058	8	123.54	97.08	0.72	1	-1	-1	-1
11858	1058	8	118.7	96.13	1.18	1	-1	-1	-1
11859	1058	8	120.2	112.8	-2.57	1	-1	-1	-1
11860	1058	8	117.2	108.2	-3.35	1	-1	-1	-1
11861	1058	8	116.5	111.1	1.33	1	-1	-1	-1
11862	1058	8	117.3	114.4	-2.56	1	-1	-1	-1
11863	1058	8	120.2	109.6	0.56	1	-1	-1	-1
11864	1052	8	54.54	17.18	0	1	-1	-1	-1
11865	1052	8	74.47	29.73	0	1	-1	-1	-1
11866	1052	8	68.55	20.63	0	1	-1	-1	-1
11867	1052	8	71.41	27.5	0	1	-1	-1	-1
11868	1052	8	56.8	17.09	0	1	-1	-1	-1
11869	1052	8	71.54	17.73	0	1	-1	-1	-1
11870	1053	8	69.6	45.46	0	1	-1	-1	-1
11871	1053	8	75.92	36.81	0	1	-1	-1	-1
11872	1053	8	73.4	40.7	0	1	-1	-1	-1
11873	1053	8	74.6	47.5	0	1	-1	-1	-1
11874	1053	8	69.2	47.38	0	1	-1	-1	-1
11875	1054	8	44.41	62.43	0	1	-1	-1	-1
11876	1054	8	49.57	55.05	0	1	-1	-1	-1
11877	1054	8	47.34	68.03	0	1	-1	-1	-1
11878	1054	8	52.07	55.08	0	1	-1	-1	-1
11879	1054	8	48.57	64.23	0	1	-1	-1	-1
