INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
100028	22018	1	16	17	40	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100028	0
100029	22066	1	16	17	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100029	0
100030	22012	1	-1	17	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100030	0
100031	22015	1	-1	17	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100031	0
100032	22019	1	16	17	50	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100032	0
100033	22002	1	16	17	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100033	0
100034	24513	1	16	17	60	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100034	0
100035	24502	1	16	17	56	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100035	0
100036	24505	1	16	17	56	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100036	0
100037	24508	1	16	17	56	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100037	0
100038	24511	1	16	17	56	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100038	0
100039	27500	1	16	17	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100039	0
100040	22053	5	16	17	40	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100040	0
100041	22092	1	16	17	30	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100041	0
100042	20403	1	16	17	80	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100042	0
100043	22052	1	16	17	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100043	0
100044	22064	1	16	17	50	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100044	0
100105	22067	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100105	0
100106	22068	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100106	0
100107	22069	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100107	0
100108	22070	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100108	0
100109	22071	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100109	0
100110	22072	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100110	0
100111	22073	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100111	0
100112	22074	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100112	0
100113	22075	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100113	0
100114	22076	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100114	0
100115	22077	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100115	0
100116	22078	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100116	0
100117	22079	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100117	0
100118	22066	1	-1	17	100	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	1604	0
100119	22067	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100119	0
100120	22068	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100120	0
100121	22069	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100121	0
100122	22070	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100122	0
100123	22071	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100123	0
100124	22072	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100124	0
100125	22073	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100125	0
100126	22074	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100126	0
100127	22075	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100127	0
100128	22076	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100128	0
100129	22077	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100129	0
100130	22078	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100130	0
100131	22079	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100131	0
100132	22080	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100132	0
100133	22081	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100133	0
100134	22080	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100134	0
100135	22081	1	-1	17	25	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100135	0
100136	22082	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100136	0
100137	22083	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100137	0
100138	22084	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100138	0
100139	22085	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100139	0
100140	22086	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100140	0
100141	22087	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100141	0
100142	22088	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100142	0
100143	22089	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100143	0
100144	22090	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100144	0
100145	22091	1	-1	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100145	0
101001	23180	1	18	3	48	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66001	-1	-1	-1	-1	101000	0
101002	23181	1	18	3	58	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66002	-1	-1	-1	-1	101001	0
101003	20320	1	18	3	68	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66003	-1	-1	-1	-1	101002	0
101004	36000	1	18	3	30	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66003	-1	-1	-1	-1	101003	0
101005	36001	1	18	3	30	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66004	-1	-1	-1	-1	101004	0
101006	15013	1	18	3	580	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66004	-1	-1	-1	-1	101005	0
101007	36002	1	18	3	30	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66005	-1	-1	-1	-1	101006	0
101008	15014	1	18	3	1280	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66005	-1	-1	-1	-1	101007	0
101009	36003	1	18	3	40	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66006	-1	-1	-1	-1	101008	0
101010	15015	1	18	3	1980	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	66006	-1	-1	-1	-1	101009	0
101011	36004	1	18	3	40	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66005	66007	-1	-1	-1	-1	101010	0
101012	15016	1	18	3	2580	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66005	66007	-1	-1	-1	-1	101011	0
101013	36005	1	18	3	50	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66006	66008	-1	-1	-1	-1	101012	0
101014	15017	1	18	3	3680	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66006	66008	-1	-1	-1	-1	101013	0
101015	36006	1	18	3	50	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66007	66009	-1	-1	-1	-1	101014	0
101016	15018	1	18	3	5980	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66007	66009	-1	-1	-1	-1	101015	0
101017	36007	1	18	3	60	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66008	66010	-1	-1	-1	-1	101016	0
101018	15019	1	18	3	9680	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66008	66010	-1	-1	-1	-1	101017	0
101019	36020	1	18	3	80	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66009	66011	-1	-1	-1	-1	101018	0
101020	15020	1	18	3	18880	-1	-1	-1	-1	-1	0	-1	-1	7	-1	66009	66011	-1	-1	-1	-1	101019	0
110000	22007	1	1100	3	480	801	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	1	400
110001	22055	1	1100	3	480	802	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	2	200
110002	28000	1	1100	3	250	803	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	3	200
110003	22054	1	1100	3	100	804	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	4	400
110004	26913	1	-1	3	50	805	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	5	100
110005	26914	1	1100	3	100	806	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	6	100
110006	26915	1	-1	3	200	807	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	7	100
110007	26916	1	-1	3	50	808	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	8	100
110008	26917	1	1100	3	100	809	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	9	100
110009	26918	1	-1	3	200	810	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	10	100
110010	26919	1	-1	3	50	811	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	11	100
110011	26920	1	-1	3	100	812	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	12	100
110012	26921	1	1100	3	200	813	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	13	100
110013	26922	1	-1	3	50	814	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	14	100
110014	26923	1	-1	3	100	815	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	15	100
110015	26924	1	1100	3	200	816	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	16	100
110016	26925	1	-1	3	50	817	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	17	100
110017	26926	1	1100	3	100	818	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	18	100
110018	26927	1	-1	3	200	819	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	19	100
110019	26928	1	-1	3	50	820	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	20	100
110020	26929	1	-1	3	100	821	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	21	100
110021	26930	1	1100	3	200	822	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	22	100
110022	26931	1	-1	3	50	823	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	23	100
110023	26932	1	1100	3	100	824	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	24	100
110024	26933	1	-1	3	200	825	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	25	100
110025	26934	1	-1	3	50	826	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	26	100
110026	26935	1	1100	3	100	827	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	27	100
110027	26936	1	-1	3	200	828	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	28	100
110028	26937	1	-1	3	50	829	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	29	100
110029	26938	1	1100	3	100	830	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	30	100
110030	26939	1	-1	3	200	831	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	31	100
110031	26940	1	-1	3	50	832	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	32	100
110032	26941	1	1100	3	100	833	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	33	100
110033	26942	1	-1	3	200	834	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	34	100
110034	26943	1	-1	3	50	835	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	35	100
110035	26944	1	1100	3	100	836	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	36	100
110036	26945	1	-1	3	200	837	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	37	100
110037	26946	1	-1	3	50	838	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	38	100
110038	26947	1	1100	3	100	839	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	39	100
110039	26948	1	-1	3	200	840	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	40	100
110040	26949	1	-1	3	50	841	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	41	100
110041	26950	1	-1	3	100	842	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	42	100
110042	26951	1	1100	3	200	843	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	43	100
110043	26952	1	-1	3	50	844	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	44	100
110044	26953	1	1100	3	100	845	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	45	100
110045	26954	1	-1	3	200	846	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	46	100
110046	26955	1	-1	3	50	847	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	47	100
110047	26956	1	1100	3	100	848	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	48	100
110048	26957	1	-1	3	200	849	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	49	100
110049	26958	1	-1	3	50	850	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	50	100
110050	26959	1	1100	3	100	851	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	51	100
110051	26960	1	-1	3	200	852	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	52	100
110052	26961	1	-1	3	50	853	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	53	100
110053	26962	1	1100	3	100	854	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	54	100
110054	26963	1	-1	3	200	855	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	55	100
110055	26964	1	-1	3	50	856	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	56	100
110056	26965	1	1100	3	100	857	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	57	100
110057	26966	1	-1	3	200	858	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	58	100
110058	26967	1	-1	3	50	859	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	59	100
110059	26968	1	1100	3	100	860	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	60	100
110060	26969	1	-1	3	200	861	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	61	100
110061	26970	1	-1	3	50	862	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	62	100
110062	26971	1	-1	3	100	863	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	63	100
110063	26972	1	1100	3	200	864	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	64	100
110064	26973	1	-1	3	50	865	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	65	100
110065	26974	1	-1	3	100	866	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	66	100
110066	26975	1	1100	3	200	867	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	67	100
110067	26976	1	-1	3	50	868	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	68	100
110068	26977	1	1100	3	100	869	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	69	100
110069	26978	1	-1	3	200	870	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	70	100
110070	26979	1	-1	3	50	871	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	71	100
110071	26980	1	1100	3	100	872	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	72	100
110072	26981	1	-1	3	200	873	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	73	100
110073	26982	1	-1	3	50	874	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	74	100
110074	26983	1	-1	3	100	875	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	75	100
110075	26984	1	1100	3	200	876	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	76	100
110076	26985	1	-1	3	50	877	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	77	100
110077	26986	1	1100	3	100	878	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	78	100
110078	26987	1	-1	3	200	879	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	79	100
110079	26988	1	-1	3	50	880	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	80	100
110080	26989	1	-1	3	100	881	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	81	100
110081	26990	1	1100	3	200	882	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	82	100
110082	20000	1	1100	3	360	883	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	83	100
110083	20001	1	1100	3	420	884	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	84	100
110084	20002	1	1100	3	480	885	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	85	100
110085	20004	1	1100	3	840	886	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	86	100
110086	20003	1	1100	3	960	887	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	87	100
110087	20005	1	1100	3	1080	888	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	88	100
110088	20006	1	1100	3	1440	889	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	89	100
110089	20007	1	1100	3	1620	890	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	90	100
110090	20008	1	1100	3	1800	891	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	91	100
110091	20100	1	1100	3	360	892	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	92	100
110092	20101	1	1100	3	420	893	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	93	100
110093	20102	1	1100	3	480	894	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	94	100
110094	20104	1	1100	3	840	895	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	95	100
110095	20103	1	1100	3	960	896	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	96	100
110096	20105	1	1100	3	1080	897	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	97	100
110097	20106	1	1100	3	1440	898	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	98	100
110098	20107	1	1100	3	1620	899	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	99	100
110099	20108	1	1100	3	1800	900	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	100	100
110100	20200	1	1100	3	360	901	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	101	100
110101	20202	1	1100	3	420	902	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	102	100
110102	20206	1	1100	3	480	903	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	103	100
110103	20204	1	1100	3	840	904	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	104	100
110104	20203	1	1100	3	960	905	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	105	100
110105	20205	1	1100	3	1080	906	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	106	100
110106	20201	1	1100	3	1440	907	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	107	100
110107	20207	1	1100	3	1620	908	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	108	100
110108	20208	1	1100	3	1800	909	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	109	100
120000	2	500000	17	3	20	523	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	123000	-1	-1	-1	120000	0
120001	1	100000	17	3	20	524	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	123001	30000	2	5	120001	0
130000	600000	1	1200	9	2000	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	130000	0
130001	600001	1	1200	9	2000	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	-1	130001	0
130002	600002	1	1200	9	2000	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	130002	0
130003	28000	1	1200	9	100	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	130003	0
200001	23180	1	-1	3	48	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200001	0
200002	23181	1	-1	3	48	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200002	0
200003	40204	1	15	3	3880	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200003	0
200004	15013	1	15	3	980	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200004	0
200005	22000	1	15	3	30	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200005	0
200006	22000	10	15	3	240	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200006	0
200007	22001	1	15	3	60	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200007	0
200008	22001	5	15	3	240	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200008	0
200009	22003	1	15	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200009	0
200010	22003	10	15	3	80	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200010	0
200011	22017	1	15	3	6	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200011	0
200012	22017	10	15	3	48	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200012	0
200013	22018	1	15	3	20	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200013	0
200014	22018	10	15	3	160	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200014	0
200015	22002	1	15	3	10	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200015	0
200016	22002	10	15	3	80	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200016	0
200017	7	300	15	3	50	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200017	0
200018	22007	1	-1	3	980	-1	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200018	0
200019	28000	1	15	3	500	519	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200019	0
200020	22065	1	15	3	50	520	-1	-1	-1	-1	0	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	200020	0
