INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
1030	5	220432	1	0	61024	20	0	61025	40	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1031	1	0	40004	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1031	5	220433	1	0	61026	40	0	61027	20	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1032	1	0	40005	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1032	5	220434	1	0	61028	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1033	1	0	40006	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1033	5	220435	1	0	61029	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1034	1	0	40007	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1034	5	220436	1	0	61030	20	0	61031	2	-1	-1	-1	0	85305	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40008	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1040	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1040	5	220432	1	0	61032	20	0	61033	40	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1041	1	0	40004	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1041	5	220433	1	0	61034	40	0	61035	20	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1042	1	0	40005	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1042	5	220434	1	0	61036	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1043	1	0	40006	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1043	5	220435	1	0	61037	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1044	1	0	40007	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1044	5	220436	1	0	61038	20	0	61039	2	-1	-1	-1	0	85405	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40008	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1050	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1050	5	220432	1	0	61040	20	0	61041	40	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1051	1	0	40004	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1051	5	220433	1	0	61042	40	0	61043	20	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1052	1	0	40005	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1052	5	220434	1	0	61044	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1053	1	0	40006	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1053	5	220435	1	0	61045	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1054	1	0	40007	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1054	5	220436	1	0	61046	20	0	61047	2	-1	-1	-1	0	85505	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40008	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1059	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1060	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1060	5	220432	1	0	61048	20	0	61049	40	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1061	1	0	40004	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1061	5	220433	1	0	61050	40	0	61051	20	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1062	1	0	40005	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1062	5	220434	1	0	61052	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1063	1	0	40006	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1063	5	220435	1	0	61053	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1064	1	0	40007	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1064	5	220436	1	0	61054	20	0	61055	2	-1	-1	-1	0	85605	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40008	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1069	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1070	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1070	5	220432	1	0	61056	20	0	61057	40	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1071	1	0	40004	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1071	5	220433	1	0	61058	40	0	61059	20	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1072	1	0	40005	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1072	5	220434	1	0	61060	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1073	1	0	40006	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1073	5	220435	1	0	61061	20	-1	-1	-1	-1	-1	-1	0	-1	50	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1074	1	0	40007	50	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1074	5	220436	1	0	61062	20	0	61063	2	-1	-1	-1	0	85705	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40008	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1999	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2000	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	20	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2001	1	0	40071	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2001	5	220459	1	0	62008	1	-1	-1	-1	-1	-1	-1	0	80003	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2002	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2002	5	220460	1	0	62016	1	-1	-1	-1	-1	-1	-1	0	80004	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2003	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2003	5	220461	1	0	62024	1	-1	-1	-1	-1	-1	-1	0	80005	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2004	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2004	5	220462	1	0	62000	1	-1	-1	-1	-1	-1	-1	0	80006	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2009	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2010	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2010	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2011	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2011	5	220459	1	0	62009	1	-1	-1	-1	-1	-1	-1	0	80103	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2012	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2012	5	220460	1	0	62017	1	-1	-1	-1	-1	-1	-1	0	80104	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2013	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2013	5	220461	1	0	62025	1	-1	-1	-1	-1	-1	-1	0	80105	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2014	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2014	5	220462	1	0	62001	1	-1	-1	-1	-1	-1	-1	0	80106	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2019	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2020	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2020	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2021	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2021	5	220459	1	0	62010	1	-1	-1	-1	-1	-1	-1	0	80203	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2022	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2022	5	220460	1	0	62018	1	-1	-1	-1	-1	-1	-1	0	80204	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2023	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2023	5	220461	1	0	62026	1	-1	-1	-1	-1	-1	-1	0	80205	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2024	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2024	5	220462	1	0	62002	1	-1	-1	-1	-1	-1	-1	0	80206	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2030	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2030	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2031	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2031	5	220459	1	0	62011	1	-1	-1	-1	-1	-1	-1	0	80303	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2032	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2032	5	220460	1	0	62019	1	-1	-1	-1	-1	-1	-1	0	80304	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2033	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2033	5	220461	1	0	62027	1	-1	-1	-1	-1	-1	-1	0	80305	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2034	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2034	5	220462	1	0	62003	1	-1	-1	-1	-1	-1	-1	0	80306	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2040	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2040	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2041	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2041	5	220459	1	0	62012	1	-1	-1	-1	-1	-1	-1	0	80403	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2042	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2042	5	220460	1	0	62020	1	-1	-1	-1	-1	-1	-1	0	80404	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2043	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2043	5	220461	1	0	62028	1	-1	-1	-1	-1	-1	-1	0	80405	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2044	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2044	5	220462	1	0	62004	1	-1	-1	-1	-1	-1	-1	0	80406	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2050	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2050	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2051	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2051	5	220459	1	0	62013	1	-1	-1	-1	-1	-1	-1	0	80503	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2052	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2052	5	220460	1	0	62021	1	-1	-1	-1	-1	-1	-1	0	80504	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2053	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2053	5	220461	1	0	62029	1	-1	-1	-1	-1	-1	-1	0	80505	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2054	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2054	5	220462	1	0	62005	1	-1	-1	-1	-1	-1	-1	0	80506	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2059	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2060	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2060	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2061	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2061	5	220459	1	0	62014	1	-1	-1	-1	-1	-1	-1	0	80603	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2062	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2062	5	220460	1	0	62022	1	-1	-1	-1	-1	-1	-1	0	80604	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2063	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2063	5	220461	1	0	62030	1	-1	-1	-1	-1	-1	-1	0	80605	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2064	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2064	5	220462	1	0	62006	1	-1	-1	-1	-1	-1	-1	0	80606	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2069	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2070	1	10	241000	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2070	5	220458	1	1	997	-1	-1	-1	-1	-1	-1	-1	0	-1	60	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2071	1	0	40071	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2071	5	220459	1	0	62015	1	-1	-1	-1	-1	-1	-1	0	80703	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2072	1	0	40072	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2072	5	220460	1	0	62023	1	-1	-1	-1	-1	-1	-1	0	80704	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2073	1	0	40073	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2073	5	220461	1	0	62031	1	-1	-1	-1	-1	-1	-1	0	80705	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2074	1	0	40074	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
2074	5	220462	1	0	62007	1	-1	-1	-1	-1	-1	-1	0	80706	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	0	40075	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
3000	8	5000	-1	3	1	10	5	220512	1	-1	-1	-1	3	5000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3001	0	6	40036	40037	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3001	8	5000	-1	4	5	0	-1	-1	-1	-1	-1	-1	3	5000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3002	0	6	40036	40037	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3002	8	40000	-1	7	90000	2000	-1	-1	-1	-1	-1	-1	3	40000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3003	0	6	40036	40037	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3003	8	40000	-1	7	90001	2000	5	220508	1	-1	-1	-1	3	40000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3004	0	6	40036	40038	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3004	8	40000	-1	7	90002	2000	5	220509	1	-1	-1	-1	3	40000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3005	0	6	40036	40039	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3005	8	40000	-1	7	90003	2000	5	220510	1	-1	-1	-1	3	40000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3006	0	6	40036	40040	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3006	7	90004	2000	5	220511	1	-1	-1	-1	-1	-1	-1	5	0	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3007	0	6	40036	40041	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3007	8	60000	-1	3	4	60	-1	-1	-1	-1	-1	-1	3	60000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	0	6	40036	40041	7	40064	40065	7	40066	40069	-1	-1	-1	-1
3100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	90000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	1	7	40067	40068	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40001	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5001	1	0	40032	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5001	0	65000	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40005	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5002	1	0	40033	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5002	0	65001	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40002	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5003	1	0	40034	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5003	0	65002	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40004	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40035	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5010	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40008	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5011	1	0	40032	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5011	0	65003	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40012	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5012	1	0	40033	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5012	0	65004	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40009	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5013	1	0	40034	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5013	0	65005	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40011	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40035	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5020	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40015	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5021	1	0	40032	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5021	0	65006	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40019	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5022	1	0	40033	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5022	0	65007	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40016	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5023	1	0	40034	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5023	0	65008	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40018	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40035	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40101	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5031	1	0	40053	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5031	0	65100	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40102	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5032	1	0	40054	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5032	0	65101	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40103	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5033	1	0	40055	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5033	0	65102	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40105	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5034	1	0	40056	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5034	0	65103	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40106	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40057	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40107	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5041	1	0	40053	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5041	0	65110	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40108	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5042	1	0	40054	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5042	0	65111	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40109	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5043	1	0	40055	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5043	0	65112	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40111	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5044	1	0	40056	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5044	0	65113	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40112	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	40057	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40113	6	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5051	1	0	40053	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5051	0	65120	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40114	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5052	1	0	40054	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5052	0	65121	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40115	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5053	1	0	40055	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
5053	0	65122	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	40117	3	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5054	1	0	40056	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
