INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
5120406	-1	-1	-1	-1	-1	-1	-1	-1	10	240000	-1	-1	-1	-1	3	0
5120407	-1	-1	-1	-1	-1	-1	-1	-1	10	360000	-1	-1	-1	-1	3	0
5120408	-1	-1	-1	-1	-1	-1	-1	-1	10	960000	-1	-1	-1	-1	3	0
5120409	-1	-1	-1	-1	-1	-1	-1	-1	10	1800000	-1	-1	-1	-1	3	0
5120503	-1	-1	-1	-1	-1	-1	-1	-1	10	120000	-1	-1	-1	-1	3	0
5120504	-1	-1	-1	-1	-1	-1	-1	-1	10	280000	-1	-1	-1	-1	3	0
5120505	-1	-1	-1	-1	-1	-1	-1	-1	10	450000	-1	-1	-1	-1	3	0
5120506	-1	-1	-1	-1	-1	-1	-1	-1	10	1200000	-1	-1	-1	-1	3	0
5120507	-1	-1	-1	-1	-1	-1	-1	-1	10	1800000	-1	-1	-1	-1	3	0
5120508	-1	-1	-1	-1	-1	-1	-1	-1	10	4800000	-1	-1	-1	-1	3	0
5120509	-1	-1	-1	-1	-1	-1	-1	-1	10	9000000	-1	-1	-1	-1	3	0
5121303	-1	-1	-1	-1	-1	-1	-1	-1	10	16000	-1	-1	-1	-1	3	0
5121304	-1	-1	-1	-1	-1	-1	-1	-1	10	35000	-1	-1	-1	-1	3	0
5121305	-1	-1	-1	-1	-1	-1	-1	-1	10	60000	-1	-1	-1	-1	3	0
5121306	-1	-1	-1	-1	-1	-1	-1	-1	10	160000	-1	-1	-1	-1	3	0
5121307	-1	-1	-1	-1	-1	-1	-1	-1	10	240000	-1	-1	-1	-1	3	0
5121308	-1	-1	-1	-1	-1	-1	-1	-1	10	600000	-1	-1	-1	-1	3	0
5121309	-1	-1	-1	-1	-1	-1	-1	-1	10	1200000	-1	-1	-1	-1	3	0
5121310	-1	-1	-1	-1	-1	-1	-1	-1	10	2400000	-1	-1	-1	-1	3	0
5121403	-1	-1	-1	-1	-1	-1	-1	-1	10	24000	-1	-1	-1	-1	3	0
5121404	-1	-1	-1	-1	-1	-1	-1	-1	10	56000	-1	-1	-1	-1	3	0
5121405	-1	-1	-1	-1	-1	-1	-1	-1	10	90000	-1	-1	-1	-1	3	0
5121406	-1	-1	-1	-1	-1	-1	-1	-1	10	240000	-1	-1	-1	-1	3	0
5121407	-1	-1	-1	-1	-1	-1	-1	-1	10	360000	-1	-1	-1	-1	3	0
5121408	-1	-1	-1	-1	-1	-1	-1	-1	10	960000	-1	-1	-1	-1	3	0
5121409	-1	-1	-1	-1	-1	-1	-1	-1	10	1800000	-1	-1	-1	-1	3	0
5121503	-1	-1	-1	-1	-1	-1	-1	-1	10	120000	-1	-1	-1	-1	3	0
5121504	-1	-1	-1	-1	-1	-1	-1	-1	10	280000	-1	-1	-1	-1	3	0
5121505	-1	-1	-1	-1	-1	-1	-1	-1	10	450000	-1	-1	-1	-1	3	0
5121506	-1	-1	-1	-1	-1	-1	-1	-1	10	1200000	-1	-1	-1	-1	3	0
5121507	-1	-1	-1	-1	-1	-1	-1	-1	10	1800000	-1	-1	-1	-1	3	0
5121508	-1	-1	-1	-1	-1	-1	-1	-1	10	4800000	-1	-1	-1	-1	3	0
5121509	-1	-1	-1	-1	-1	-1	-1	-1	10	9000000	-1	-1	-1	-1	3	0
5122303	-1	-1	-1	-1	-1	-1	-1	-1	10	16000	-1	-1	-1	-1	3	0
5122304	-1	-1	-1	-1	-1	-1	-1	-1	10	35000	-1	-1	-1	-1	3	0
5122305	-1	-1	-1	-1	-1	-1	-1	-1	10	60000	-1	-1	-1	-1	3	0
5122306	-1	-1	-1	-1	-1	-1	-1	-1	10	160000	-1	-1	-1	-1	3	0
5122307	-1	-1	-1	-1	-1	-1	-1	-1	10	240000	-1	-1	-1	-1	3	0
5122308	-1	-1	-1	-1	-1	-1	-1	-1	10	600000	-1	-1	-1	-1	3	0
5122309	-1	-1	-1	-1	-1	-1	-1	-1	10	1200000	-1	-1	-1	-1	3	0
5122310	-1	-1	-1	-1	-1	-1	-1	-1	10	2400000	-1	-1	-1	-1	3	0
5122403	-1	-1	-1	-1	-1	-1	-1	-1	10	24000	-1	-1	-1	-1	3	0
5122404	-1	-1	-1	-1	-1	-1	-1	-1	10	56000	-1	-1	-1	-1	3	0
5122405	-1	-1	-1	-1	-1	-1	-1	-1	10	90000	-1	-1	-1	-1	3	0
5122406	-1	-1	-1	-1	-1	-1	-1	-1	10	240000	-1	-1	-1	-1	3	0
5122407	-1	-1	-1	-1	-1	-1	-1	-1	10	360000	-1	-1	-1	-1	3	0
5122408	-1	-1	-1	-1	-1	-1	-1	-1	10	960000	-1	-1	-1	-1	3	0
5122409	-1	-1	-1	-1	-1	-1	-1	-1	10	1800000	-1	-1	-1	-1	3	0
5122503	-1	-1	-1	-1	-1	-1	-1	-1	10	120000	-1	-1	-1	-1	3	0
5122504	-1	-1	-1	-1	-1	-1	-1	-1	10	280000	-1	-1	-1	-1	3	0
5122505	-1	-1	-1	-1	-1	-1	-1	-1	10	450000	-1	-1	-1	-1	3	0
5122506	-1	-1	-1	-1	-1	-1	-1	-1	10	1200000	-1	-1	-1	-1	3	0
5122507	-1	-1	-1	-1	-1	-1	-1	-1	10	1800000	-1	-1	-1	-1	3	0
5122508	-1	-1	-1	-1	-1	-1	-1	-1	10	4800000	-1	-1	-1	-1	3	0
5122509	-1	-1	-1	-1	-1	-1	-1	-1	10	9000000	-1	-1	-1	-1	3	0
