INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
209410	10	0	512	2	105	100	1010	4	2	1063	4	1360	10	733	11	500	13	31532	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	50	6	20	100	13	0	0	256250	7	410	2	50	5	80	100	-1	-1	-1	-1	1	3
209421	1	0	512	2	42	10	1001	4	-1	0	-1	0	10	23	11	16	13	446	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	41	6	20	100	13	0	0	3760	7	410	2	41	5	10	40	-1	-1	-1	-1	1	0
209422	2	0	512	2	49	20	1002	4	2	4	4	5	10	50	11	34	13	950	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	42	6	20	100	13	0	0	5835	7	410	2	42	5	20	50	-1	-1	-1	-1	1	0
209423	3	0	512	2	56	30	1003	4	2	4	4	5	10	87	11	59	13	1729	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	43	6	20	100	13	0	0	8730	7	410	2	43	5	30	60	-1	5120403	209304	-1	1	0
209424	4	0	512	2	63	40	1004	4	2	160	4	230	10	142	11	97	13	3108	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	44	6	20	100	13	0	0	16255	7	410	2	44	5	40	70	-1	5120404	209305	-1	1	1
209425	5	0	512	2	70	50	1005	4	2	270	4	382	10	211	11	144	13	5166	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	45	6	20	100	13	0	0	31785	7	410	2	45	5	50	80	-1	5120405	209306	-1	1	1
209426	6	0	512	2	77	60	1006	4	2	396	4	533	10	294	11	201	13	8108	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	46	6	20	100	13	0	0	66330	7	410	2	46	5	60	90	-1	5120406	209307	-1	1	2
209427	7	0	512	2	84	70	1007	4	2	578	4	749	10	391	11	267	13	12162	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	47	6	20	100	13	0	0	147590	7	410	2	47	5	70	100	-1	5120407	209308	-1	1	3
209428	8	0	512	2	91	80	1008	4	2	799	4	1010	10	483	11	329	13	16600	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	48	6	20	100	13	0	0	256250	7	410	2	48	5	80	100	-1	5120408	209309	-1	1	3
209429	9	0	512	2	98	90	1009	4	2	973	4	1225	10	635	11	433	13	25207	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	49	6	20	100	13	0	0	256250	7	410	2	49	5	80	100	-1	5120409	209310	-1	1	3
209430	10	0	512	2	105	100	1010	4	2	1063	4	1360	10	733	11	500	13	31532	-1	0	15	-1	0	0	-1	0	0	13	110	25	-1	13	50	6	20	100	13	0	0	256250	7	410	2	50	5	80	100	-1	-1	-1	-1	1	3
209501	1	0	512	2	42	10	1051	4	-1	0	-1	0	10	45	11	31	13	891	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	41	6	30	150	13	0	0	10380	7	510	10	41	5	50	100	-1	-1	-1	-1	1	0
209502	2	0	512	2	49	20	1052	4	2	4	4	5	10	100	11	66	13	1900	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	42	6	30	150	13	0	0	24050	7	510	10	42	5	50	100	-1	-1	-1	-1	1	0
209503	3	0	512	2	56	30	1053	4	2	4	4	5	10	173	11	116	13	3456	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	43	6	30	150	13	0	0	49985	7	510	10	43	5	50	100	-1	5120503	209504	-1	1	0
209504	4	0	512	2	63	40	1054	4	2	160	4	230	10	283	11	193	13	6215	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	44	6	30	150	13	0	0	73325	7	510	10	44	5	50	100	-1	5120504	209505	-1	1	1
209505	5	0	512	2	70	50	1055	4	2	270	4	382	10	421	11	286	13	10331	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	45	6	30	150	13	0	0	109470	7	510	10	45	5	50	100	-1	5120505	209506	-1	1	1
209506	6	0	512	2	77	60	1056	4	2	396	4	533	10	586	11	401	13	16215	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	46	6	30	150	13	0	0	165875	7	510	10	46	5	50	100	-1	5120506	209507	-1	1	2
209507	7	0	512	2	84	70	1057	4	2	578	4	749	10	781	11	533	13	24323	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	47	6	30	150	13	0	0	256250	7	510	10	47	5	50	100	-1	5120507	209508	-1	1	3
209508	8	0	512	2	91	80	1058	4	2	799	4	1010	10	965	11	656	13	33200	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	48	6	30	150	13	0	0	256250	7	510	10	48	5	50	100	-1	5120508	209509	-1	1	3
209509	9	0	512	2	98	90	1059	4	2	973	4	1225	10	1270	11	865	13	50413	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	49	6	30	150	13	0	0	256250	7	510	10	49	5	50	100	-1	5120509	209510	-1	1	3
209510	10	0	512	2	105	100	1060	4	2	1063	4	1360	10	1465	11	1000	13	63063	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	50	6	30	150	13	0	0	256250	7	510	10	50	5	50	100	-1	-1	-1	-1	1	3
209521	1	0	512	2	42	10	1051	4	-1	0	-1	0	10	45	11	31	13	891	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	41	6	30	150	13	0	0	10380	7	510	10	41	5	50	100	-1	-1	-1	-1	1	0
209522	2	0	512	2	49	20	1052	4	2	4	4	5	10	100	11	66	13	1900	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	42	6	30	150	13	0	0	24050	7	510	10	42	5	50	100	-1	-1	-1	-1	1	0
209523	3	0	512	2	56	30	1053	4	2	4	4	5	10	173	11	116	13	3456	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	43	6	30	150	13	0	0	49985	7	510	10	43	5	50	100	-1	5120503	209504	-1	1	0
209524	4	0	512	2	63	40	1054	4	2	160	4	230	10	283	11	193	13	6215	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	44	6	30	150	13	0	0	73325	7	510	10	44	5	50	100	-1	5120504	209505	-1	1	1
209525	5	0	512	2	70	50	1055	4	2	270	4	382	10	421	11	286	13	10331	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	45	6	30	150	13	0	0	109470	7	510	10	45	5	50	100	-1	5120505	209506	-1	1	1
209526	6	0	512	2	77	60	1056	4	2	396	4	533	10	586	11	401	13	16215	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	46	6	30	150	13	0	0	165875	7	510	10	46	5	50	100	-1	5120506	209507	-1	1	2
209527	7	0	512	2	84	70	1057	4	2	578	4	749	10	781	11	533	13	24323	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	47	6	30	150	13	0	0	256250	7	510	10	47	5	50	100	-1	5120507	209508	-1	1	3
209528	8	0	512	2	91	80	1058	4	2	799	4	1010	10	965	11	656	13	33200	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	48	6	30	150	13	0	0	256250	7	510	10	48	5	50	100	-1	5120508	209509	-1	1	3
209529	9	0	512	2	98	90	1059	4	2	973	4	1225	10	1270	11	865	13	50413	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	49	6	30	150	13	0	0	256250	7	510	10	49	5	50	100	-1	5120509	209510	-1	1	3
209530	10	0	512	2	105	100	1060	4	2	1063	4	1360	10	1465	11	1000	13	63063	-1	0	15	-1	0	0	-1	0	0	13	12	25	110	14	50	6	30	150	13	0	0	256250	7	510	10	50	5	50	100	-1	-1	-1	-1	1	3
210001	1	0	1024	1	48	20	-1	-1	-1	0	-1	0	5	35	6	39	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	51	2	10	50	105	0	0	44	8	2	1	51	2	50	60	-1	-1	-1	-1	1	0
210002	2	0	1024	1	56	40	-1	-1	2	4	1	9	5	67	6	75	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	52	2	10	50	105	0	0	90	8	2	1	52	2	50	60	-1	-1	-1	-1	1	0
210003	3	0	1024	1	64	60	-1	-1	2	8	1	19	5	106	6	119	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	53	2	10	50	105	0	0	188	8	2	1	53	2	50	60	-1	-1	-1	-1	1	0
210004	4	0	1024	1	72	80	-1	-1	2	163	1	410	5	159	6	179	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	54	2	10	50	105	0	0	402	8	2	1	54	2	50	60	-1	-1	-1	-1	1	1
210005	5	0	1024	1	80	100	-1	-1	2	283	1	648	5	219	6	246	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	55	2	10	50	105	0	0	642	8	2	1	55	2	50	60	-1	-1	-1	-1	1	1
210006	6	0	1024	1	88	120	-1	-1	2	409	1	840	5	286	6	322	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	56	2	10	50	105	0	0	909	8	2	1	56	2	50	60	-1	-1	-1	-1	1	2
210007	7	0	1024	1	96	140	-1	-1	2	590	1	1125	5	360	6	405	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	57	2	10	50	105	0	0	1202	8	2	1	57	2	50	60	-1	-1	-1	-1	1	3
210008	8	0	1024	1	104	160	-1	-1	2	810	1	1468	5	427	6	481	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	58	2	10	50	105	0	0	1522	8	2	1	58	2	50	60	-1	-1	-1	-1	1	3
210009	9	0	1024	1	112	180	-1	-1	2	985	1	1768	5	535	6	602	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	59	2	10	50	105	0	0	1868	8	2	1	59	2	50	60	-1	-1	-1	-1	1	3
210010	10	0	1024	1	120	200	-1	-1	2	1075	1	1993	5	603	6	678	-1	0	-1	0	15	-1	0	0	-1	0	0	-1	-1	-1	-1	10	60	2	10	50	105	0	0	2242	8	2	1	60	2	50	60	-1	-1	-1	-1	1	3
210101	1	0	1024	1	48	20	-1	-1	-1	0	-1	0	5	52	6	58	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	51	3	12	60	105	0	0	90	8	2	1	51	2	50	80	-1	-1	-1	-1	1	0
210102	2	0	1024	1	56	40	-1	-1	2	4	1	10	5	100	6	113	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	52	3	12	60	105	0	0	138	8	2	1	52	2	50	80	-1	-1	-1	-1	1	0
210103	3	0	1024	1	64	60	-1	-1	2	8	1	20	5	159	6	179	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	53	3	12	60	105	0	0	291	8	2	1	53	2	50	80	-1	-1	-1	-1	1	0
210104	4	0	1024	1	72	80	-1	-1	2	168	1	415	5	238	6	268	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	54	3	12	60	105	0	0	436	8	2	1	54	3	50	80	-1	-1	-1	-1	1	1
210105	5	0	1024	1	80	100	-1	-1	2	289	1	654	5	328	6	369	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	55	3	12	60	105	0	0	680	8	2	1	55	3	50	80	-1	-1	-1	-1	1	1
210106	6	0	1024	1	88	120	-1	-1	2	418	1	854	5	429	6	482	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	56	3	12	60	105	0	0	951	8	2	1	56	3	50	80	-1	-1	-1	-1	1	2
210107	7	0	1024	1	96	140	-1	-1	2	599	1	1140	5	540	6	607	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	57	3	12	60	105	0	0	1248	8	2	1	57	3	50	80	-1	-1	-1	-1	1	3
210108	8	0	1024	1	104	160	-1	-1	2	820	1	1480	5	641	6	721	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	58	3	12	60	105	0	0	3070	8	2	1	58	3	50	80	-1	-1	-1	-1	1	3
210109	9	0	1024	1	112	180	-1	-1	2	994	1	1781	5	803	6	903	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	59	3	12	60	105	0	0	3070	8	2	1	59	3	50	80	-1	-1	-1	-1	1	3
210110	10	0	1024	1	120	200	-1	-1	2	1084	1	2006	5	904	6	1017	-1	0	-1	0	15	-1	0	0	-1	0	0	19	-1	-1	-1	11	60	3	12	60	105	0	0	3070	8	2	1	60	3	50	80	-1	-1	-1	-1	1	3
210201	1	0	1024	1	48	20	-1	-1	-1	0	-1	0	5	69	6	78	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	51	4	14	70	105	0	0	119	8	2	1	51	3	60	90	-1	-1	-1	-1	1	0
210202	2	0	1024	1	56	40	-1	-1	2	5	1	10	5	134	6	150	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	52	4	14	70	105	0	0	188	8	2	1	52	3	60	90	-1	-1	-1	-1	1	0
210203	3	0	1024	1	64	60	-1	-1	2	9	1	21	5	212	6	239	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	53	4	14	70	105	0	0	313	8	2	1	53	3	60	90	-1	-1	-1	-1	1	0
210204	4	0	1024	1	72	80	-1	-1	2	173	1	420	5	318	6	358	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	54	4	14	70	105	0	0	459	8	2	1	54	4	60	90	-1	-1	-1	-1	1	1
210205	5	0	1024	1	80	100	-1	-1	2	295	1	660	5	438	6	493	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	55	4	14	70	105	0	0	909	8	2	1	55	4	60	90	-1	-1	-1	-1	1	1
210206	6	0	1024	1	88	120	-1	-1	2	426	1	866	5	572	6	643	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	56	4	14	70	105	0	0	1868	8	2	1	56	4	60	90	-1	-1	-1	-1	1	2
210207	7	0	1024	1	96	140	-1	-1	2	608	1	1153	5	720	6	810	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	57	4	14	70	105	0	0	3070	8	2	1	57	4	60	90	-1	-1	-1	-1	1	3
210208	8	0	1024	1	104	160	-1	-1	2	829	1	1495	5	854	6	961	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	58	4	14	70	105	0	0	5617	8	2	1	58	4	60	90	-1	-1	-1	-1	1	3
210209	9	0	1024	1	112	180	-1	-1	2	1003	1	1795	5	1070	6	1204	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	59	4	14	70	105	0	0	5617	8	2	1	59	4	60	90	-1	-1	-1	-1	1	3
210210	10	0	1024	1	120	200	-1	-1	2	1093	1	2020	5	1205	6	1356	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	-1	-1	12	60	4	14	70	105	0	0	5617	8	2	1	60	4	60	90	-1	-1	-1	-1	1	3
210301	1	0	1024	1	48	20	-1	-1	-1	0	-1	0	5	138	6	156	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	51	5	16	80	105	0	0	138	8	310	1	51	3	10	30	-1	-1	-1	-1	1	0
210302	2	0	1024	1	56	40	-1	-1	2	5	1	10	5	267	6	301	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	52	5	16	80	105	0	0	239	8	310	1	52	3	20	40	-1	-1	-1	-1	1	0
210303	3	0	1024	1	64	60	-1	-1	2	9	1	21	5	424	6	477	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	53	5	16	80	105	0	0	324	8	310	1	53	3	30	50	-1	-1	-1	-1	1	0
210304	4	0	1024	1	72	80	-1	-1	2	178	1	425	5	636	6	715	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	54	5	16	80	105	0	0	592	8	310	1	54	5	40	60	-1	-1	-1	-1	1	1
210305	5	0	1024	1	80	100	-1	-1	2	301	1	666	5	876	6	985	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	55	5	16	80	105	0	0	1126	8	310	1	55	5	50	70	-1	-1	-1	-1	1	1
210306	6	0	1024	1	88	120	-1	-1	2	433	1	875	5	1144	6	1287	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	56	5	16	80	105	0	0	2281	8	310	1	56	5	60	80	-1	-1	-1	-1	1	2
210307	7	0	1024	1	96	140	-1	-1	2	614	1	1161	5	1439	6	1619	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	57	5	16	80	105	0	0	4888	8	310	1	57	5	70	90	-1	-1	-1	-1	1	3
210308	8	0	1024	1	104	160	-1	-1	2	835	1	1504	5	1709	6	1922	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	58	5	16	80	105	0	0	12812	8	310	1	58	5	80	100	-1	-1	-1	-1	1	3
210309	9	0	1024	1	112	180	-1	-1	2	1009	1	1804	5	2140	6	2408	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	59	5	16	80	105	0	0	12812	8	310	1	59	5	80	100	-1	-1	-1	-1	1	3
210310	10	0	1024	1	120	200	-1	-1	2	1099	1	2029	5	2410	6	2711	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	60	5	16	80	105	0	0	12812	8	310	1	60	5	80	100	-1	-1	-1	-1	1	3
210321	1	0	1024	1	48	20	-1	-1	-1	0	-1	0	5	138	6	156	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	51	5	16	80	105	0	0	138	8	310	1	51	3	10	30	-1	-1	-1	-1	1	0
210322	2	0	1024	1	56	40	-1	-1	2	5	1	10	5	267	6	301	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	52	5	16	80	105	0	0	239	8	310	1	52	3	20	40	-1	-1	-1	-1	1	0
210323	3	0	1024	1	64	60	-1	-1	2	9	1	21	5	424	6	477	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	53	5	16	80	105	0	0	324	8	310	1	53	3	30	50	-1	-1	-1	-1	1	0
210324	4	0	1024	1	72	80	-1	-1	2	178	1	425	5	636	6	715	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	54	5	16	80	105	0	0	592	8	310	1	54	5	40	60	-1	-1	-1	-1	1	1
210325	5	0	1024	1	80	100	-1	-1	2	301	1	666	5	876	6	985	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	55	5	16	80	105	0	0	1126	8	310	1	55	5	50	70	-1	-1	-1	-1	1	1
210326	6	0	1024	1	88	120	-1	-1	2	433	1	875	5	1144	6	1287	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	56	5	16	80	105	0	0	2281	8	310	1	56	5	60	80	-1	-1	-1	-1	1	2
210327	7	0	1024	1	96	140	-1	-1	2	614	1	1161	5	1439	6	1619	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	57	5	16	80	105	0	0	4888	8	310	1	57	5	70	90	-1	-1	-1	-1	1	3
210328	8	0	1024	1	104	160	-1	-1	2	835	1	1504	5	1709	6	1922	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	58	5	16	80	105	0	0	12812	8	310	1	58	5	80	100	-1	-1	-1	-1	1	3
210329	9	0	1024	1	112	180	-1	-1	2	1009	1	1804	5	2140	6	2408	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	59	5	16	80	105	0	0	12812	8	310	1	59	5	80	100	-1	-1	-1	-1	1	3
210330	10	0	1024	1	120	200	-1	-1	2	1099	1	2029	5	2410	6	2711	-1	0	-1	0	15	-1	0	0	-1	0	0	19	105	9	-1	13	60	5	16	80	105	0	0	12812	8	310	1	60	5	80	100	-1	-1	-1	-1	1	3
210401	1	0	1024	1	48	20	-1	-1	2	0	1	1	5	164	6	185	-1	0	-1	0	15	27	10	100	-1	0	0	19	105	9	-1	13	51	6	20	100	105	0	0	188	8	410	1	51	4	10	40	-1	-1	-1	-1	1	0
210402	2	0	1024	1	56	40	-1	-1	2	5	1	11	5	317	6	357	-1	0	-1	0	15	27	20	200	-1	0	0	19	105	9	-1	13	52	6	20	100	105	0	0	291	8	410	1	52	4	20	50	-1	-1	-1	-1	1	0
210403	3	0	1024	1	64	60	-1	-1	2	5	1	11	5	504	6	567	-1	0	-1	0	15	27	30	300	-1	0	0	19	105	9	-1	13	53	6	20	100	105	0	0	436	8	410	1	53	4	30	60	-1	-1	-1	-1	1	0
210404	4	0	1024	1	72	80	-1	-1	2	183	1	430	5	755	6	850	-1	0	-1	0	15	27	40	400	-1	0	0	19	105	9	-1	13	54	6	20	100	105	0	0	812	8	410	1	54	6	40	70	-1	-1	-1	-1	1	1
210405	5	0	1024	1	80	100	-1	-1	2	307	1	672	5	1040	6	1170	-1	0	-1	0	15	27	50	500	-1	0	0	19	105	9	-1	13	55	6	20	100	105	0	0	1589	8	410	1	55	6	50	80	-1	-1	-1	-1	1	1
210406	6	0	1024	1	88	120	-1	-1	2	439	1	885	5	1358	6	1528	-1	0	-1	0	15	27	60	600	-1	0	0	19	105	9	-1	13	56	6	20	100	105	0	0	3316	8	410	1	56	6	60	90	-1	-1	-1	-1	1	2
210407	7	0	1024	1	96	140	-1	-1	2	620	1	1170	5	1709	6	1923	-1	0	-1	0	15	27	70	700	-1	0	0	19	105	9	-1	13	57	6	20	100	105	0	0	7379	8	410	1	57	6	70	100	-1	-1	-1	-1	1	3
210408	8	0	1024	1	104	160	-1	-1	2	840	1	1513	5	2029	6	2282	-1	0	-1	0	15	27	80	800	-1	0	0	19	105	9	-1	13	58	6	20	100	105	0	0	12812	8	410	1	58	6	80	100	-1	-1	-1	-1	1	3
210409	9	0	1024	1	112	180	-1	-1	2	1015	1	1813	5	2541	6	2859	-1	0	-1	0	15	27	90	900	-1	0	0	19	105	9	-1	13	59	6	20	100	105	0	0	12812	8	410	1	59	6	80	100	-1	-1	-1	-1	1	3
210410	10	0	1024	1	120	200	-1	-1	2	1105	1	2038	5	2862	6	3220	-1	0	-1	0	15	27	100	1000	-1	0	0	19	105	9	-1	13	60	6	20	100	105	0	0	12812	8	410	1	60	6	80	100	-1	-1	-1	-1	1	3
210421	1	0	1024	1	48	20	-1	-1	2	0	1	1	5	164	6	185	-1	0	-1	0	15	27	10	100	-1	0	0	19	105	9	-1	13	51	6	20	100	105	0	0	188	8	410	1	51	4	10	40	-1	-1	-1	-1	1	0
210422	2	0	1024	1	56	40	-1	-1	2	5	1	11	5	317	6	357	-1	0	-1	0	15	27	20	200	-1	0	0	19	105	9	-1	13	52	6	20	100	105	0	0	291	8	410	1	52	4	20	50	-1	-1	-1	-1	1	0
210423	3	0	1024	1	64	60	-1	-1	2	5	1	11	5	504	6	567	-1	0	-1	0	15	27	30	300	-1	0	0	19	105	9	-1	13	53	6	20	100	105	0	0	436	8	410	1	53	4	30	60	-1	-1	-1	-1	1	0
210424	4	0	1024	1	72	80	-1	-1	2	183	1	430	5	755	6	850	-1	0	-1	0	15	27	40	400	-1	0	0	19	105	9	-1	13	54	6	20	100	105	0	0	812	8	410	1	54	6	40	70	-1	-1	-1	-1	1	1
210425	5	0	1024	1	80	100	-1	-1	2	307	1	672	5	1040	6	1170	-1	0	-1	0	15	27	50	500	-1	0	0	19	105	9	-1	13	55	6	20	100	105	0	0	1589	8	410	1	55	6	50	80	-1	-1	-1	-1	1	1
210426	6	0	1024	1	88	120	-1	-1	2	439	1	885	5	1358	6	1528	-1	0	-1	0	15	27	60	600	-1	0	0	19	105	9	-1	13	56	6	20	100	105	0	0	3316	8	410	1	56	6	60	90	-1	-1	-1	-1	1	2
210427	7	0	1024	1	96	140	-1	-1	2	620	1	1170	5	1709	6	1923	-1	0	-1	0	15	27	70	700	-1	0	0	19	105	9	-1	13	57	6	20	100	105	0	0	7379	8	410	1	57	6	70	100	-1	-1	-1	-1	1	3
210428	8	0	1024	1	104	160	-1	-1	2	840	1	1513	5	2029	6	2282	-1	0	-1	0	15	27	80	800	-1	0	0	19	105	9	-1	13	58	6	20	100	105	0	0	12812	8	410	1	58	6	80	100	-1	-1	-1	-1	1	3
210429	9	0	1024	1	112	180	-1	-1	2	1015	1	1813	5	2541	6	2859	-1	0	-1	0	15	27	90	900	-1	0	0	19	105	9	-1	13	59	6	20	100	105	0	0	12812	8	410	1	59	6	80	100	-1	-1	-1	-1	1	3
210430	10	0	1024	1	120	200	-1	-1	2	1105	1	2038	5	2862	6	3220	-1	0	-1	0	15	27	100	1000	-1	0	0	19	105	9	-1	13	60	6	20	100	105	0	0	12812	8	410	1	60	6	80	100	-1	-1	-1	-1	1	3
210501	1	0	1024	1	48	20	-1	-1	2	0	1	1	5	326	6	370	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	51	6	30	150	105	0	0	519	8	510	9	51	4	50	100	-1	-1	-1	-1	1	0
210502	2	0	1024	1	56	40	-1	-1	2	5	1	11	5	633	6	713	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	52	6	30	150	105	0	0	1202	8	510	9	52	4	50	100	-1	-1	-1	-1	1	0
210503	3	0	1024	1	64	60	-1	-1	2	5	1	11	5	1006	6	1133	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	53	6	30	150	105	0	0	2499	8	510	9	53	4	50	100	-1	-1	-1	-1	1	0
210504	4	0	1024	1	72	80	-1	-1	2	183	1	430	5	1510	6	1700	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	54	6	30	150	105	0	0	3666	8	510	9	54	6	50	100	-1	-1	-1	-1	1	1
210505	5	0	1024	1	80	100	-1	-1	2	307	1	672	5	2080	6	2340	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	55	6	30	150	105	0	0	5473	8	510	9	55	6	50	100	-1	-1	-1	-1	1	1
210506	6	0	1024	1	88	120	-1	-1	2	439	1	885	5	2715	6	3055	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	56	6	30	150	105	0	0	8293	8	510	9	56	6	50	100	-1	-1	-1	-1	1	2
210507	7	0	1024	1	96	140	-1	-1	2	620	1	1170	5	3416	6	3845	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	57	6	30	150	105	0	0	12812	8	510	9	57	6	50	100	-1	-1	-1	-1	1	3
210508	8	0	1024	1	104	160	-1	-1	2	840	1	1513	5	4056	6	4563	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	58	6	30	150	105	0	0	12812	8	510	9	58	6	50	100	-1	-1	-1	-1	1	3
210509	9	0	1024	1	112	180	-1	-1	2	1015	1	1813	5	5081	6	5716	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	59	6	30	150	105	0	0	12812	8	510	9	59	6	50	100	-1	-1	-1	-1	1	3
210510	10	0	1024	1	120	200	-1	-1	2	1105	1	2038	5	5723	6	6440	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	60	6	30	150	105	0	0	12812	8	510	9	60	6	50	100	-1	-1	-1	-1	1	3
210521	1	0	1024	1	48	20	-1	-1	2	0	1	1	5	326	6	370	-1	0	-1	0	15	-1	0	0	-1	0	0	19	13	9	105	14	51	6	30	150	105	0	0	519	8	510	9	51	4	50	100	-1	-1	-1	-1	1	0
