INT	STRING	INT	INT	INT	FLOAT	INT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	STRING	STRING
10083	荒古魔魂	1808	2	255	-1	1	1	9	1000	-1	-1	0	2000	0	8000		2822	200001	0	40122	1	-1	-1	-1	-1	500	0	0	100000	0			0	0	0	-1	0	-1	-1		
10084	地狱美人鱼	0	0	248	-1	1	1	4	1000	-1	-1	0	2000	0	8000		51	200000	0	40123	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10085	紫翼海妖	0	0	250	-1	1	1	4	1000	-1	-1	0	2000	0	8000		52	200000	0	40124	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10086	闪电巫师王	35	0	250	-1	1	1	4	1000	-1	-1	0	2000	0	8000		52	200000	0	40125	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10087	海魔弥埃尔	1904	2	252	-1	1	1	4	1000	-1	-1	0	2000	0	8000		2912	200001	0	40126	1	-1	-1	6005	-1	500	0	0	100000	0			0	0	0	-1	0	-1	-1		
10088	地狱美人鱼	0	0	253	-1	1	1	4	1000	-1	-1	0	2000	0	8000		70	200000	0	40127	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10089	紫翼海妖	0	0	255	-1	1	1	4	1000	-1	-1	0	2000	0	8000		71	200000	0	40128	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10090	闪电巫师王	35	0	255	-1	1	1	4	1000	-1	-1	0	2000	0	8000		71	200000	0	40129	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10091	海魔弥埃尔	1906	2	257	-1	1	1	4	1000	-1	-1	0	2000	0	8000		3465	200001	0	40130	1	-1	-1	-1	-1	500	0	0	100000	0			0	0	0	-1	0	-1	-1		
10092	地狱美人鱼	0	0	258	-1	1	1	4	1000	-1	-1	0	2000	0	8000		91	200000	0	40131	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10093	紫翼海妖	0	0	260	-1	1	1	4	1000	-1	-1	0	2000	0	8000		93	200000	0	40132	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10094	闪电巫师王	35	0	260	-1	1	1	4	1000	-1	-1	0	2000	0	8000		93	200000	0	40133	1	-1	-1	-1	-1	500	0	0	100000	0			1	0	0	-1	0	-1	-1		
10095	海魔弥埃尔	1908	2	262	-1	1	1	4	1000	-1	-1	0	2000	0	8000		4010	200001	0	40134	1	-1	-1	-1	-1	500	0	0	100000	0			0	0	0	-1	0	-1	-1		
10096	魔蛛	0	0	150	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10097	魔蛛	0	0	155	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10098	魔蛛	0	0	160	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10099	魔蛛	0	0	150	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10100	魔蛛	0	0	155	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10101	魔蛛	0	0	160	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10102	魔蛛	0	0	150	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10103	魔蛛	0	0	155	1	1	3	10	20	-1	-1	0	2000	0	8000		0	200000	0	-1	1	-1	-1	-1	-1	200	0	0	-1	0			1	0	0	-1	0	-1	-1		
10104	荒古魔魂	0	3	1	1	0	0	1	20	-1	-1	0	2000	0	8000		0	200002	0	-1	0	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10105	荒古魔魂	0	3	1	1	0	0	1	20	-1	-1	0	2000	0	8000		0	200002	0	-1	0	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10106	荒古魔魂	0	3	1	1	0	0	1	20	-1	-1	0	2000	0	8000		0	200002	0	-1	0	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10107	荒古魔魂	0	3	1	1	0	0	1	20	-1	-1	0	2000	0	8000		0	200002	0	-1	0	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10200	恐怖巨蜥	0	0	296	1	1	1	3	1000	-1	-1	0	2000	0	8000		306	200000	0	40439	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10201	蛇发女妖王	0	0	298	1	1	1	3	1000	-1	-1	0	2000	0	8000		311	200000	0	40440	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10202	魔化破坏骑士	53	0	300	1	1	1	3	1000	-1	-1	0	2000	0	8000		316	200000	0	40441	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10203	风化木乃伊	0	0	300	1	1	1	3	1000	-1	-1	0	2000	0	8000		321	200000	0	40442	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10204	沙魔阿卡门农	2200	2	302	1	1	1	7	1000	-1	-1	0	2000	0	8000		11430	200001	0	40443	1	-1	-1	-1	-1	500	0	0	-1	0			0	0	0	-1	0	-1	-1		
10205	恐怖巨蜥	0	0	300	1	1	1	3	1000	-1	-1	0	2000	0	8000		306	200000	0	40444	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10206	蛇发女妖王	0	0	302	1	1	1	3	1000	-1	-1	0	2000	0	8000		311	200000	0	40445	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10207	魔化破坏骑士	53	0	304	1	1	1	3	1000	-1	-1	0	2000	0	8000		316	200000	0	40446	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10208	风化木乃伊	0	0	304	1	1	1	3	1000	-1	-1	0	2000	0	8000		321	200000	0	40447	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10209	沙漠阿卡门农	2202	2	306	1	1	1	7	1000	-1	-1	0	2000	0	8000		11430	200001	0	40448	1	-1	-1	-1	-1	500	0	0	-1	0			0	0	0	-1	0	-1	-1		
10210	恐怖巨蜥	0	0	304	1	1	1	3	1000	-1	-1	0	2000	0	8000		306	200000	0	40449	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10211	蛇发女妖王	0	0	306	1	1	1	3	1000	-1	-1	0	2000	0	8000		311	200000	0	40450	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10212	魔化破坏骑士	53	0	308	1	1	1	3	1000	-1	-1	0	2000	0	8000		316	200000	0	40451	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10213	风化木乃伊	0	0	308	1	1	1	3	1000	-1	-1	0	2000	0	8000		321	200000	0	40452	1	-1	-1	-1	-1	500	0	0	-1	0			1	0	0	-1	0	-1	-1		
10214	沙漠阿卡门农	2204	2	310	1	1	1	7	1000	-1	-1	0	2000	0	8000		11430	200001	0	40453	1	-1	-1	-1	-1	500	0	0	-1	0			0	0	0	-1	0	-1	-1		
40001	蛮牛王	0	0	65	1	1	1	7	1000	-1	-1	0	2000	0	8000		27	200000	0	40167	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40002	恶犬守卫	0	0	66	1	1	1	7	1000	-1	-1	0	2000	0	8000		27	200000	0	40168	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40003	恐怖巫师	3	0	67	1	1	1	7	1000	-1	-1	0	2000	0	8000		28	200001	0	40169	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40004	黑暗魔王斯卡	1008	2	68	1	0	0	7	1000	-1	-1	0	2000	0	8000		226	200001	0	40170	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40005	魔化骷髅兵	0	0	65	1	1	1	5	1000	-1	-1	0	2000	0	8000		27	200000	0	40171	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40006	骷髅兵长	0	0	65	1	1	1	5	1000	-1	-1	0	2000	0	8000		27	200000	0	40172	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40007	恐怖巫师	3	0	67	1	1	1	5	1000	-1	-1	0	2000	0	8000		28	200000	0	40173	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40008	蛮牛王	0	0	70	1	1	1	7	1000	-1	-1	0	2000	0	8000		39	200000	0	40174	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40009	恶犬守卫	0	0	71	1	1	1	7	1000	-1	-1	0	2000	0	8000		40	200000	0	40175	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40010	恐怖巫师	3	0	72	1	1	1	7	1000	-1	-1	0	2000	0	8000		40	200001	0	40176	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40011	黑暗魔王斯卡	1010	2	73	1	0	0	7	1000	-1	-1	0	2000	0	8000		306	200001	0	40177	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40012	魔化骷髅兵	0	0	70	1	1	1	5	1000	-1	-1	0	2000	0	8000		39	200000	0	40178	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40013	骷髅兵长	0	0	70	1	1	1	5	1000	-1	-1	0	2000	0	8000		39	200000	0	40179	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40014	恐怖巫师	3	0	72	1	1	1	5	1000	-1	-1	0	2000	0	8000		40	200000	0	40180	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40015	蛮牛王	0	0	75	1	1	1	7	1000	-1	-1	0	2000	0	8000		52	200000	0	40181	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40016	恶犬守卫	0	0	76	1	1	1	7	1000	-1	-1	0	2000	0	8000		53	200000	0	40182	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40017	恐怖巫师	3	0	77	1	1	1	7	1000	-1	-1	0	2000	0	8000		54	200001	0	40183	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40018	黑暗魔王斯卡	1012	2	78	1	0	0	7	1000	-1	-1	0	2000	0	8000		394	200001	0	40184	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40019	魔化骷髅兵	0	0	75	1	1	1	6	1000	-1	-1	0	2000	0	8000		52	200000	0	40185	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40020	骷髅兵长	0	0	75	1	1	1	6	1000	-1	-1	0	2000	0	8000		52	200000	0	40186	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40021	恐怖巫师	3	0	77	1	1	1	6	1000	-1	-1	0	2000	0	8000		54	200000	0	40187	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40101	恶魔幼崽	0	0	125	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40188	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40102	噬魂巨人	0	0	125	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40189	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40103	暗影战士	0	0	128	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40190	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40104	魔王守卫	0	0	128	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40191	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40105	魔化双刀魔	0	0	128	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40192	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40106	地狱使者阿德斯	1705	2	130	1	1	1	6	1000	-1	-1	0	2000	0	8000		698	200001	0	40193	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40107	恶魔幼崽	0	0	130	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40194	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40108	噬魂巨人	0	0	130	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40195	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40109	暗影战士	0	0	133	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40196	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40110	魔王守卫	0	0	133	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40197	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40111	魔化双刀魔	0	0	133	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40198	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40112	地狱使者阿德斯	1706	2	135	1	1	1	6	1000	-1	-1	0	2000	0	8000		888	200001	0	40199	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40113	恶魔幼崽	0	0	135	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40200	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40114	噬魂巨人	0	0	135	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40201	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40115	暗影战士	0	0	138	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40202	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40116	魔王守卫	0	0	138	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40203	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40117	魔化双刀魔	0	0	138	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40204	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40118	地狱使者阿德斯	1707	2	140	1	1	1	6	1000	-1	-1	0	2000	0	8000		1084	200001	0	40205	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40200	深海冰晶魔	0	0	160	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40404	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40201	水幽灵	0	0	160	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40405	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40202	海蜘蛛	0	0	165	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40406	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40203	巨型海怪	0	0	165	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40407	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40204	女王守卫	0	0	168	1	1	1	6	1000	-1	-1	0	2000	0	8000		86	200000	0	40408	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40205	深海魔后赫卡忒	1650	2	170	1	1	1	6	1000	-1	-1	0	2000	0	8000		698	200001	0	40409	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40210	深海冰晶魔	0	0	165	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40410	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40211	水幽灵	0	0	165	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40411	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40212	海蜘蛛	0	0	170	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40412	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40213	巨型海怪	0	0	170	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40413	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40214	女王守卫	0	0	173	1	1	1	6	1000	-1	-1	0	2000	0	8000		116	200000	0	40414	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40215	深海魔后赫卡忒	1652	2	175	1	1	1	6	1000	-1	-1	0	2000	0	8000		888	200001	0	40415	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40220	深海冰晶魔	0	0	170	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40416	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40221	水幽灵	0	0	170	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40417	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40222	海蜘蛛	0	0	175	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40418	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40223	巨型海怪	0	0	175	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40419	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40224	女王守卫	0	0	178	1	1	1	6	1000	-1	-1	0	2000	0	8000		148	200000	0	40420	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40225	深海魔后赫卡忒	1654	2	180	1	1	1	6	1000	-1	-1	0	2000	0	8000		1084	200001	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
40226	沙漠仆从	0	0	180	1	1	1	20	1000	-1	-1	0	2000	0	8000		1084	200000	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40227	守护侍卫	0	0	180	1	1	1	20	1000	-1	-1	0	2000	0	8000		1084	200000	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40228	噬神巨鳄	0	0	180	1	1	1	20	1000	-1	-1	0	2000	0	8000		1084	200000	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40229	蛇妖侍女	0	0	180	1	1	1	20	1000	-1	-1	0	2000	0	8000		1084	200000	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40230	堕落法老	0	0	180	1	1	1	20	1000	-1	-1	0	2000	0	8000		1084	200000	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			1	0	0	-1	0	-1	-1		
40231	堕落沙神瑟仁	2204	2	180	1	1	1	20	1000	-1	-1	0	2000	0	8000		1084	200001	0	40421	1	-1	-1	-1	-1	500	1	500	100000	0			0	0	0	-1	0	-1	-1		
50000	天使领袖	2000	0	135	1	0	0	8	9	-1	-1	0	2000	0	8000		4460	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50001	天使前锋	30	0	130	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50002	天使守卫塔	20	0	130	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50003	天使领袖	2001	0	190	1	0	0	8	9	-1	-1	0	2000	0	8000		5620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50004	天使前锋	31	0	180	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50005	天使守卫塔	21	0	180	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50006	天使领袖	2002	0	250	1	0	0	8	9	-1	-1	0	2000	0	8000		6620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50007	天使前锋	32	0	250	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50008	天使守卫塔	22	0	250	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50009	天使领袖	2003	0	300	1	0	0	8	9	-1	-1	0	2000	0	8000		7620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50010	天使前锋	33	0	300	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50011	天使守卫塔	23	0	300	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50012	天使领袖	2004	0	350	1	0	0	8	9	-1	-1	0	2000	0	8000		8620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50013	天使前锋	34	0	350	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50014	天使守卫塔	24	0	350	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50015	火龙王	2005	0	135	1	0	0	8	9	-1	-1	0	2000	0	8000		4460	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50016	火龙前锋	25	0	130	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50017	火龙守卫塔	20	0	130	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50018	火龙王	2006	0	190	1	0	0	8	9	-1	-1	0	2000	0	8000		5620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50019	火龙前锋	26	0	180	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50020	火龙守卫塔	21	0	180	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50021	火龙王	2007	0	250	1	0	0	8	9	-1	-1	0	2000	0	8000		6620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50022	火龙前锋	27	0	250	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50023	火龙守卫塔	22	0	250	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50024	火龙王	2008	0	300	1	0	0	8	9	-1	-1	0	2000	0	8000		7620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50025	火龙前锋	28	0	300	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50026	火龙守卫塔	23	0	300	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50027	火龙王	2009	0	350	1	0	0	8	9	-1	-1	0	2000	0	8000		8620	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50028	火龙前锋	29	0	350	1	0	0	8	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50029	火龙守卫塔	24	0	350	1	0	0	7	9	-1	-1	0	2000	0	8000		0	300000	0	-1	1	-1	-1	-1	-1	100	0	0	-1	0			1	0	0	-1	0	-1	-1		
50030	神秘水晶	0	0	140	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50031	古神之手	0	0	140	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50032	神秘水晶	0	0	200	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50033	古神之手	0	0	200	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50034	神秘水晶	0	0	250	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50035	古神之手	0	0	250	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50036	神秘水晶	0	0	300	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50037	古神之手	0	0	300	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
50038	神秘水晶	0	0	350	1	0	0	7	9	-1	-1	0	2000	0	8000		0	200002	0	-1	1	-1	-1	-1	-1	0	0	0	-1	0			1	0	0	-1	0	-1	-1		
