INT	STRING	STRING	INT	STRING	INT	INT	INT	INT	INT	FLOAT	FLOAT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
6113	灭世之战IV	YW_MieShiZhiZhan	2	未描述	1018	0	1	6113	1	51	94	51	94	4	1	200	200	810000	200	200	6113	10	0	0	1	60	-1	1	-1	1	0	-1	-1	-1	10	1
6114	灭世之战V	YW_MieShiZhiZhan	2	未描述	1018	0	1	6114	1	51	94	51	94	4	1	200	200	810000	200	200	6114	10	0	0	1	70	-1	1	-1	1	0	-1	-1	-1	10	1
6115	灭世之战VI	YW_MieShiZhiZhan	2	未描述	1018	0	1	6115	1	51	94	51	94	4	1	200	200	810000	200	200	6115	10	0	0	1	80	-1	1	-1	1	0	-1	-1	-1	10	1
6116	灭世之战VII	YW_MieShiZhiZhan	2	未描述	1018	0	1	6116	1	51	94	51	94	4	1	200	200	810000	200	200	6116	10	0	0	1	90	-1	1	-1	1	0	-1	-1	-1	10	1
6117	灭世之战VIII	YW_MieShiZhiZhan	2	未描述	1018	0	1	6117	1	51	94	51	94	4	1	200	200	810000	200	200	6117	10	0	0	1	100	-1	1	-1	1	0	-1	-1	-1	10	1
6118	灭世之战IX	YW_MieShiZhiZhan	2	未描述	1018	0	1	6118	1	51	94	51	94	4	1	200	200	810000	200	200	6118	10	0	0	1	110	-1	1	-1	1	0	-1	-1	-1	10	1
6200	机关金库	DXC_JiGuanJinKu	2	未描述	1019	0	1	6200	1	13.5	6	13.5	6	4	1	1	1	600000	30	30	6200	20	0	0	1	50	-1	0	-1	1	0	-1	-1	-1	0	0
7000	试炼古域	DXC_ShiLianGuYu	2	未描述	1034	0	1	7000	1	93	67	93	67	4	1	20	20	500000	110	110	7000	30	0	0	1	110	-1	1	-1	1	0	-1	-1	-1	0	1
7001	试炼古域	DXC_ShiLianGuYu	2	未描述	1034	0	1	7001	1	93	67	93	67	4	1	20	20	500000	110	110	7001	30	0	0	1	150	-1	1	-1	1	0	-1	-1	-1	0	1
7002	试炼古域	DXC_ShiLianGuYu	2	未描述	1034	0	1	7002	1	93	67	93	67	4	1	20	20	500000	110	110	7002	30	0	0	1	200	-1	1	-1	1	0	-1	-1	-1	0	1
7003	试炼古域	DXC_ShiLianGuYu	2	未描述	1034	0	1	7003	1	93	67	93	67	4	1	20	20	500000	110	110	7003	30	0	0	1	250	-1	1	-1	1	0	-1	-1	-1	0	1
7004	试炼古域	DXC_ShiLianGuYu	2	未描述	1034	0	1	7004	1	93	67	93	67	4	1	20	20	500000	110	110	7004	30	0	0	1	300	-1	1	-1	1	0	-1	-1	-1	0	1
7005	试炼古域	DXC_ShiLianGuYu	2	未描述	1034	0	1	7005	1	93	67	93	67	4	1	20	20	500000	110	110	7005	30	0	0	1	350	-1	1	-1	1	0	-1	-1	-1	0	1
8000	古域纷争	DXC_GuYuFenZheng	3	未描述	1032	1	1	5	1	49	51	49	51	5	1	50	50	210001	100	100	8000	10	0	0	1	145	-1	1	-1	1	1	-1	-1	-1	1	1
8001	古域纷争	DXC_GuYuFenZheng	3	未描述	1032	1	1	5	1	49	51	49	51	5	1	50	50	210001	100	100	8001	10	0	0	1	150	-1	1	-1	1	1	-1	-1	-1	1	1
8002	古域纷争	DXC_GuYuFenZheng	3	未描述	1032	1	1	5	1	49	51	49	51	5	1	50	50	210001	100	100	8002	10	0	0	1	200	-1	1	-1	1	1	-1	-1	-1	1	1
8003	古域纷争	DXC_GuYuFenZheng	3	未描述	1032	1	1	5	1	49	51	49	51	5	1	50	50	210001	100	100	8003	10	0	0	1	250	-1	1	-1	1	1	-1	-1	-1	1	1
8004	古域纷争	DXC_GuYuFenZheng	3	未描述	1032	1	1	5	1	49	51	49	51	5	1	50	50	210001	100	100	8004	10	0	0	1	300	-1	1	-1	1	1	-1	-1	-1	1	1
8005	古域纷争	DXC_GuYuFenZheng	3	未描述	1032	1	1	5	1	49	51	49	51	5	1	50	50	210001	100	100	8005	10	0	0	1	350	-1	1	-1	1	1	-1	-1	-1	1	1
9000	圣光盟战	DXC_ShengGuangMengZhan	3	未描述	1034	1	1	9000	1	95	113	109	113	3	1	150	150	210100	230	230	9000	10	0	0	1	100	-1	1	-1	1	0	-1	-1	-1	0	1
10000	VIP副本1	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10000	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10001	VIP副本2	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10001	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10002	VIP副本3	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10002	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10003	VIP副本4	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10003	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10004	VIP副本5	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10004	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10005	VIP副本6	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10005	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10006	VIP副本7	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10006	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
10007	VIP副本8	DXC_JingJiChang	2	未描述	1002	1	0	-1	1	34	15	34	15	4	1	5	10	10000	50	50	10007	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
11000	灵兽岛（初级）	YW_JingLingDao	2	未描述	1002	1	0	-1	1	134	179	134	179	4	0	100	120	230000	200	200	11000	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	10	1
11001	灵兽岛（中级）	YW_JingLingDao	2	未描述	1002	1	0	-1	1	134	179	134	179	4	0	100	120	230000	200	200	11001	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	10	1
11002	灵兽岛（高级）	YW_JingLingDao	2	未描述	1002	1	0	-1	1	134	179	134	179	4	0	100	120	230000	200	200	11002	11	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	10	1
12000	无尽幻境第1层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12000	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12001	无尽幻境第2层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12001	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12002	无尽幻境第3层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12002	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12003	无尽幻境第4层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12003	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12004	无尽幻境第5层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12004	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12005	无尽幻境第6层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12005	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12006	无尽幻境第7层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12006	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12007	无尽幻境第8层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12007	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12008	无尽幻境第9层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12008	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12009	无尽幻境第10层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12009	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12010	无尽幻境第11层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12010	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12011	无尽幻境第12层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12011	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12012	无尽幻境第13层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12012	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12013	无尽幻境第14层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12013	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12014	无尽幻境第15层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12014	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12015	无尽幻境第16层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12015	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12016	无尽幻境第17层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12016	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12017	无尽幻境第18层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12017	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12018	无尽幻境第19层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12018	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12019	无尽幻境第20层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12019	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12020	无尽幻境第21层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12020	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12021	无尽幻境第22层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12021	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12022	无尽幻境第23层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12022	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12023	无尽幻境第24层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12023	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12024	无尽幻境第25层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12024	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12025	无尽幻境第26层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12025	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12026	无尽幻境第27层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12026	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12027	无尽幻境第28层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12027	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12028	无尽幻境第29层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12028	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12029	无尽幻境第30层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12029	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12030	无尽幻境第31层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12030	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12031	无尽幻境第32层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12031	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12032	无尽幻境第33层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12032	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12033	无尽幻境第34层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12033	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12034	无尽幻境第35层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12034	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12035	无尽幻境第36层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12035	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12036	无尽幻境第37层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12036	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12037	无尽幻境第38层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12037	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12038	无尽幻境第39层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12038	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12039	无尽幻境第40层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12039	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12040	无尽幻境第41层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12040	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12041	无尽幻境第42层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12041	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12042	无尽幻境第43层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12042	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12043	无尽幻境第44层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12043	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12044	无尽幻境第45层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12044	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12045	无尽幻境第46层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12045	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12046	无尽幻境第47层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12046	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12047	无尽幻境第48层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12047	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12048	无尽幻境第49层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12048	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12049	无尽幻境第50层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12049	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12050	无尽幻境第51层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12050	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12051	无尽幻境第52层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12051	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12052	无尽幻境第53层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12052	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12053	无尽幻境第54层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12053	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12054	无尽幻境第55层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12054	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12055	无尽幻境第56层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12055	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12056	无尽幻境第57层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12056	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12057	无尽幻境第58层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12057	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12058	无尽幻境第59层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12058	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12059	无尽幻境第60层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12059	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12060	无尽幻境第61层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12060	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12061	无尽幻境第62层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12061	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12062	无尽幻境第63层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12062	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12063	无尽幻境第64层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12063	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12064	无尽幻境第65层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12064	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12065	无尽幻境第66层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12065	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12066	无尽幻境第67层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12066	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12067	无尽幻境第68层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12067	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12068	无尽幻境第69层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12068	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12069	无尽幻境第70层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12069	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12070	无尽幻境第71层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12070	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12071	无尽幻境第72层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12071	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12072	无尽幻境第73层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12072	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12073	无尽幻境第74层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12073	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12074	无尽幻境第75层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12074	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12075	无尽幻境第76层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12075	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12076	无尽幻境第77层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12076	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12077	无尽幻境第78层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12077	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12078	无尽幻境第79层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12078	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12079	无尽幻境第80层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12079	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12080	无尽幻境第81层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12080	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12081	无尽幻境第82层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12081	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12082	无尽幻境第83层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12082	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12083	无尽幻境第84层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12083	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12084	无尽幻境第85层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12084	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12085	无尽幻境第86层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12085	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12086	无尽幻境第87层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12086	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12087	无尽幻境第88层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12087	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12088	无尽幻境第89层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12088	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12089	无尽幻境第90层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12089	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12090	无尽幻境第91层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12090	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12091	无尽幻境第92层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12091	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12092	无尽幻境第93层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12092	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12093	无尽幻境第94层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12093	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12094	无尽幻境第95层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12094	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12095	无尽幻境第96层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12095	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12096	无尽幻境第97层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12096	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12097	无尽幻境第98层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12097	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12098	无尽幻境第99层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12098	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
12099	无尽幻境第100层	YW_WuJinHuanJing	2	未描述	1030	1	0	-1	1	21	27	21	27	4	3	1	1	900000	50	50	12099	100	0	0	1	1	-1	0	-1	1	0	-1	-1	-1	-1	1
