INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
3004605	0	0	0	0	334	409	334	409	0	186	186	0	2755	0	0	0	0	0	10	13	0	0	0	0	0	0	10000	10000
3004701	0	0	0	0	97	119	97	119	0	54	54	0	806	0	0	0	0	0	3	4	0	0	0	0	0	0	10000	10000
3004702	0	0	0	0	146	179	146	179	0	81	81	0	1210	0	0	0	0	0	5	5	0	0	0	0	0	0	10000	10000
3004703	0	0	0	0	195	239	195	239	0	108	108	0	1613	0	0	0	0	0	5	8	0	0	0	0	0	0	10000	10000
3004704	0	0	0	0	244	298	244	298	0	135	135	0	2017	0	0	0	0	0	7	9	0	0	0	0	0	0	10000	10000
3004705	0	0	0	0	342	419	342	419	0	190	190	0	2824	0	0	0	0	0	10	13	0	0	0	0	0	0	10000	10000
3004801	0	0	0	0	99	122	99	122	0	55	55	0	827	0	0	0	0	0	3	4	0	0	0	0	0	0	10000	10000
3004802	0	0	0	0	150	183	150	183	0	83	83	0	1240	0	0	0	0	0	5	6	0	0	0	0	0	0	10000	10000
3004803	0	0	0	0	200	244	200	244	0	110	110	0	1654	0	0	0	0	0	6	8	0	0	0	0	0	0	10000	10000
3004804	0	0	0	0	250	306	250	306	0	138	138	0	2067	0	0	0	0	0	7	10	0	0	0	0	0	0	10000	10000
3004805	0	0	0	0	350	429	350	429	0	195	195	0	2895	0	0	0	0	0	10	13	0	0	0	0	0	0	10000	10000
3004901	0	0	0	0	102	125	102	125	0	57	57	0	847	0	0	0	0	0	3	4	0	0	0	0	0	0	10000	10000
3004902	0	0	0	0	153	188	153	188	0	84	84	0	1271	0	0	0	0	0	5	6	0	0	0	0	0	0	10000	10000
3004903	0	0	0	0	205	251	205	251	0	114	114	0	1695	0	0	0	0	0	6	8	0	0	0	0	0	0	10000	10000
3004904	0	0	0	0	256	313	256	313	0	142	142	0	2119	0	0	0	0	0	7	10	0	0	0	0	0	0	10000	10000
3004905	0	0	0	0	359	439	359	439	0	199	199	0	2967	0	0	0	0	0	10	14	0	0	0	0	0	0	10000	10000
3005001	0	0	0	0	104	128	104	128	0	58	58	0	868	0	0	0	0	0	4	4	0	0	0	0	0	0	10000	10000
3005002	0	0	0	0	157	192	157	192	0	86	86	0	1303	0	0	0	0	0	5	6	0	0	0	0	0	0	10000	10000
3005003	0	0	0	0	210	257	210	257	0	116	116	0	1737	0	0	0	0	0	6	8	0	0	0	0	0	0	10000	10000
3005004	0	0	0	0	262	321	262	321	0	146	146	0	2172	0	0	0	0	0	8	10	0	0	0	0	0	0	10000	10000
3005005	0	0	0	0	368	450	368	450	0	204	204	0	3041	0	0	0	0	0	10	14	0	0	0	0	0	0	10000	10000
3005101	0	0	0	0	107	131	107	131	0	59	59	0	890	0	0	0	0	0	4	4	0	0	0	0	0	0	10000	10000
3005102	0	0	0	0	161	197	161	197	0	89	89	0	1336	0	0	0	0	0	5	6	0	0	0	0	0	0	10000	10000
3005103	0	0	0	0	215	263	215	263	0	119	119	0	1781	0	0	0	0	0	6	8	0	0	0	0	0	0	10000	10000
3005104	0	0	0	0	269	329	269	329	0	149	149	0	2227	0	0	0	0	0	8	10	0	0	0	0	0	0	10000	10000
3005105	0	0	0	0	378	461	378	461	0	209	209	0	3117	0	0	0	0	0	10	14	0	0	0	0	0	0	10000	10000
3005201	0	0	0	0	109	134	109	134	0	60	60	0	912	0	0	0	0	0	4	5	0	0	0	0	0	0	10000	10000
3005202	0	0	0	0	164	202	164	202	0	91	91	0	1368	0	0	0	0	0	5	7	0	0	0	0	0	0	10000	10000
3005203	0	0	0	0	220	270	220	270	0	122	122	0	1825	0	0	0	0	0	7	9	0	0	0	0	0	0	10000	10000
3005204	0	0	0	0	276	337	276	337	0	153	153	0	2282	0	0	0	0	0	8	10	0	0	0	0	0	0	10000	10000
3005205	0	0	0	0	386	473	386	473	0	215	215	0	3195	0	0	0	0	0	11	14	0	0	0	0	0	0	10000	10000
3100001	0	0	0	0	288	305	288	305	0	147	147	0	2110	0	0	0	0	0	5	7	0	0	0	0	0	0	10000	10000
3100002	0	0	0	0	481	522	481	522	0	249	249	0	3552	0	0	0	0	0	7	8	0	0	0	0	0	0	10000	10000
3100003	0	0	0	0	663	715	663	715	0	337	337	0	4871	0	0	0	0	0	9	10	0	0	0	0	0	0	10000	10000
3100004	0	0	0	0	864	929	864	929	0	441	441	0	6332	0	0	0	0	0	11	12	0	0	0	0	0	0	10000	10000
3100005	0	0	0	0	1039	1122	1039	1122	0	534	534	0	7615	0	0	0	0	0	13	14	0	0	0	0	0	0	10000	10000
3100101	0	0	0	0	446	474	446	474	0	228	228	0	3274	0	0	0	0	0	9	10	0	0	0	0	0	0	10000	10000
3100102	0	0	0	0	743	807	743	807	0	385	385	0	5489	0	0	0	0	0	11	13	0	0	0	0	0	0	10000	10000
3100103	0	0	0	0	1053	1136	1053	1136	0	535	535	0	7733	0	0	0	0	0	14	16	0	0	0	0	0	0	10000	10000
3100104	0	0	0	0	1331	1431	1331	1431	0	679	679	0	9757	0	0	0	0	0	17	19	0	0	0	0	0	0	10000	10000
3100105	0	0	0	0	1596	1723	1596	1723	0	820	820	0	11691	0	0	0	0	0	20	22	0	0	0	0	0	0	10000	10000
3100201	0	0	0	0	532	564	532	564	0	271	271	0	3898	0	0	0	0	0	10	13	0	0	0	0	0	0	10000	10000
3100202	0	0	0	0	884	960	884	960	0	458	458	0	6530	0	0	0	0	0	14	16	0	0	0	0	0	0	10000	10000
3100203	0	0	0	0	1238	1335	1238	1335	0	629	629	0	9089	0	0	0	0	0	17	19	0	0	0	0	0	0	10000	10000
3100204	0	0	0	0	1596	1715	1596	1715	0	814	814	0	11696	0	0	0	0	0	20	22	0	0	0	0	0	0	10000	10000
3100205	0	0	0	0	1911	2063	1911	2063	0	982	982	0	13999	0	0	0	0	0	24	27	0	0	0	0	0	0	10000	10000
3100301	0	0	0	0	590	627	590	627	0	301	301	0	4329	0	0	0	0	0	12	14	0	0	0	0	0	0	10000	10000
3100302	0	0	0	0	972	1056	972	1056	0	504	504	0	7176	0	0	0	0	0	15	18	0	0	0	0	0	0	10000	10000
3100303	0	0	0	0	1374	1483	1374	1483	0	699	699	0	10094	0	0	0	0	0	19	21	0	0	0	0	0	0	10000	10000
3100304	0	0	0	0	1781	1914	1781	1914	0	909	909	0	13053	0	0	0	0	0	23	25	0	0	0	0	0	0	10000	10000
3100305	0	0	0	0	2110	2279	2110	2279	0	1085	1085	0	15460	0	0	0	0	0	26	30	0	0	0	0	0	0	10000	10000
3100401	0	0	0	0	690	733	690	733	0	352	352	0	5061	0	0	0	0	0	14	16	0	0	0	0	0	0	10000	10000
3100402	0	0	0	0	1137	1235	1137	1235	0	589	589	0	8395	0	0	0	0	0	18	21	0	0	0	0	0	0	10000	10000
3100403	0	0	0	0	1607	1734	1607	1734	0	817	817	0	11801	0	0	0	0	0	22	25	0	0	0	0	0	0	10000	10000
3100404	0	0	0	0	2081	2237	2081	2237	0	1062	1062	0	15250	0	0	0	0	0	26	29	0	0	0	0	0	0	10000	10000
3100405	0	0	0	0	2478	2676	2478	2676	0	1274	1274	0	18153	0	0	0	0	0	31	35	0	0	0	0	0	0	10000	10000
3100501	0	0	0	0	799	848	799	848	0	408	408	0	5858	0	0	0	0	0	16	19	0	0	0	0	0	0	10000	10000
3100502	0	0	0	0	1287	1399	1287	1399	0	667	667	0	9508	0	0	0	0	0	20	23	0	0	0	0	0	0	10000	10000
3100503	0	0	0	0	1881	2029	1881	2029	0	957	957	0	13810	0	0	0	0	0	26	29	0	0	0	0	0	0	10000	10000
3100504	0	0	0	0	2399	2578	2399	2578	0	1224	1224	0	17576	0	0	0	0	0	31	34	0	0	0	0	0	0	10000	10000
3100505	0	0	0	0	2835	3061	2835	3061	0	1458	1458	0	20768	0	0	0	0	0	35	40	0	0	0	0	0	0	10000	10000
3100601	0	0	0	0	887	942	887	942	0	453	453	0	6505	0	0	0	0	0	18	21	0	0	0	0	0	0	10000	10000
3100602	0	0	0	0	1462	1589	1462	1589	0	758	758	0	10799	0	0	0	0	0	23	27	0	0	0	0	0	0	10000	10000
3100603	0	0	0	0	2065	2228	2065	2228	0	1050	1050	0	15166	0	0	0	0	0	28	32	0	0	0	0	0	0	10000	10000
3100604	0	0	0	0	2663	2862	2663	2862	0	1359	1359	0	19515	0	0	0	0	0	34	38	0	0	0	0	0	0	10000	10000
3100605	0	0	0	0	3160	3413	3160	3413	0	1625	1625	0	23152	0	0	0	0	0	39	45	0	0	0	0	0	0	10000	10000
3100701	0	0	0	0	984	1045	984	1045	0	502	502	0	7215	0	0	0	0	0	20	24	0	0	0	0	0	0	10000	10000
3100702	0	0	0	0	1623	1763	1623	1763	0	841	841	0	11983	0	0	0	0	0	26	30	0	0	0	0	0	0	10000	10000
3100703	0	0	0	0	2291	2472	2291	2472	0	1165	1165	0	16823	0	0	0	0	0	32	36	0	0	0	0	0	0	10000	10000
3100704	0	0	0	0	2963	3185	2963	3185	0	1512	1512	0	21712	0	0	0	0	0	38	42	0	0	0	0	0	0	10000	10000
3100705	0	0	0	0	3528	3810	3528	3810	0	1814	1814	0	25845	0	0	0	0	0	44	50	0	0	0	0	0	0	10000	10000
3100801	0	0	0	0	1766	1875	1766	1875	0	901	901	0	12945	0	0	0	0	0	36	43	0	0	0	0	0	0	10000	10000
3100802	0	0	0	0	2925	3178	2925	3178	0	1517	1517	0	21599	0	0	0	0	0	46	54	0	0	0	0	0	0	10000	10000
3100803	0	0	0	0	4124	4450	4124	4450	0	2098	2098	0	30282	0	0	0	0	0	57	65	0	0	0	0	0	0	10000	10000
3100804	0	0	0	0	5336	5735	5336	5735	0	2722	2722	0	39095	0	0	0	0	0	68	76	0	0	0	0	0	0	10000	10000
3100805	0	0	0	0	6342	6849	6342	6849	0	3261	3261	0	46459	0	0	0	0	0	79	90	0	0	0	0	0	0	10000	10000
3102001	0	0	0	0	1766	1875	1766	1875	0	901	901	0	12945	0	0	0	0	0	36	43	0	0	0	0	0	0	10000	10000
3102002	0	0	0	0	2925	3178	2925	3178	0	1517	1517	0	21599	0	0	0	0	0	46	54	0	0	0	0	0	0	10000	10000
3102003	0	0	0	0	4124	4450	4124	4450	0	2098	2098	0	30282	0	0	0	0	0	57	65	0	0	0	0	0	0	10000	10000
3102004	0	0	0	0	5336	5735	5336	5735	0	2722	2722	0	39095	0	0	0	0	0	68	76	0	0	0	0	0	0	10000	10000
3102005	0	0	0	0	6342	6849	6342	6849	0	3261	3261	0	46459	0	0	0	0	0	79	90	0	0	0	0	0	0	10000	10000
