INT	INT	INT	INT	INT	INT	INT	INT
789	0	0	0	-1	-1	-1	1
790	0	0	0	-1	-1	-1	1
791	0	0	0	-1	-1	-1	1
792	0	0	0	-1	-1	-1	1
793	0	0	0	-1	-1	-1	1
794	0	0	0	-1	-1	-1	1
795	0	0	0	-1	-1	-1	1
796	0	0	0	-1	-1	-1	1
797	0	0	0	-1	-1	-1	1
798	0	0	0	-1	-1	-1	1
799	0	1	1	0	0	0	0
800	0	0	1	0	-1	-1	0
801	1	0	1	0	1	1	1
802	1	0	1	0	1	1	1
803	1	0	1	0	1	1	1
804	1	0	1	0	1	1	1
805	1	0	1	0	1	1	1
806	1	0	1	0	1	1	1
807	1	0	1	0	1	1	1
808	1	0	1	0	1	1	1
809	1	0	1	0	1	1	1
810	1	0	1	0	1	1	1
811	1	0	1	0	1	1	1
812	1	0	1	0	1	1	1
813	1	0	1	0	1	1	1
814	1	0	1	0	1	1	1
815	1	0	1	0	1	1	1
816	1	0	1	0	1	1	1
817	1	0	1	0	1	1	1
818	1	0	1	0	1	1	1
819	1	0	1	0	1	1	1
820	1	0	1	0	1	1	1
821	1	0	1	0	1	1	1
822	1	0	1	0	1	1	1
823	1	0	1	0	1	1	1
824	1	0	1	0	1	1	1
825	1	0	1	0	1	1	1
826	1	0	1	0	1	1	1
827	1	0	1	0	1	1	1
828	1	0	1	0	1	1	1
829	1	0	1	0	1	1	1
830	1	0	1	0	1	1	1
831	1	0	1	0	1	1	1
832	1	0	1	0	1	1	1
833	1	0	1	0	1	1	1
834	1	0	1	0	1	1	1
835	1	0	1	0	1	1	1
836	1	0	1	0	1	1	1
837	1	0	1	0	1	1	1
838	1	0	1	0	1	1	1
839	1	0	1	0	1	1	1
840	1	0	1	0	1	1	1
841	1	0	1	0	1	1	1
842	1	0	1	0	1	1	1
843	1	0	1	0	1	1	1
844	1	0	1	0	1	1	1
845	1	0	1	0	1	1	1
846	1	0	1	0	1	1	1
847	1	0	1	0	1	1	1
848	1	0	1	0	1	1	1
849	1	0	1	0	1	1	1
850	1	0	1	0	1	1	1
851	1	0	1	0	1	1	1
852	1	0	1	0	1	1	1
853	1	0	1	0	1	1	1
854	1	0	1	0	1	1	1
855	1	0	1	0	1	1	1
856	1	0	1	0	1	1	1
857	1	0	1	0	1	1	1
858	1	0	1	0	1	1	1
859	1	0	1	0	1	1	1
860	1	0	1	0	1	1	1
861	1	0	1	0	1	1	1
862	1	0	1	0	1	1	1
863	1	0	1	0	1	1	1
864	1	0	1	0	1	1	1
865	1	0	1	0	1	1	1
866	1	0	1	0	1	1	1
867	1	0	1	0	1	1	1
868	1	0	1	0	1	1	1
869	1	0	1	0	1	1	1
870	1	0	1	0	1	1	1
871	1	0	1	0	1	1	1
872	1	0	1	0	1	1	1
873	1	0	1	0	1	1	1
874	1	0	1	0	1	1	1
875	1	0	1	0	1	1	1
876	1	0	1	0	1	1	1
877	1	0	1	0	1	1	1
878	1	0	1	0	1	1	1
879	1	0	1	0	1	1	1
880	1	0	1	0	1	1	1
881	1	0	1	0	1	1	1
882	1	0	1	0	1	1	1
883	1	0	1	0	1	1	1
884	1	0	1	0	1	1	1
885	1	0	1	0	1	1	1
886	1	0	1	0	1	1	1
887	1	0	1	0	1	1	1
888	1	0	1	0	1	1	1
889	1	0	1	0	1	1	1
890	1	0	1	0	1	1	1
891	1	0	1	0	1	1	1
892	1	0	1	0	1	1	1
893	1	0	1	0	1	1	1
894	1	0	1	0	1	1	1
895	1	0	1	0	1	1	1
896	1	0	1	0	1	1	1
897	1	0	1	0	1	1	1
898	1	0	1	0	1	1	1
899	1	0	1	0	1	1	1
900	1	0	1	0	1	1	1
901	1	0	1	0	1	1	1
902	1	0	1	0	1	1	1
903	1	0	1	0	1	1	1
904	1	0	1	0	1	1	1
905	1	0	1	0	1	1	1
906	1	0	1	0	1	1	1
907	1	0	1	0	1	1	1
908	1	0	1	0	1	1	1
909	1	0	1	0	1	1	1
910	0	0	0	-1	-1	-1	1
911	0	0	0	-1	-1	-1	1
912	0	0	0	-1	-1	-1	1
913	0	0	0	-1	-1	-1	1
914	0	0	0	-1	-1	-1	1
915	0	0	0	-1	-1	-1	1
916	0	0	0	-1	-1	-1	1
917	0	0	0	-1	-1	-1	1
918	0	0	0	-1	-1	-1	1
919	0	0	0	-1	-1	-1	1
920	1	0	1	0	1	1	1
921	1	0	1	0	1	1	1
922	1	0	1	0	1	1	1
923	1	0	1	0	1	1	1
924	1	0	1	0	1	1	1
925	1	0	1	0	1	1	1
926	1	0	1	0	1	1	1
927	1	0	1	0	1	1	1
928	1	0	1	0	1	1	1
929	1	0	1	0	1	1	1
930	1	0	1	0	1	1	1
931	1	0	1	0	1	1	1
932	1	0	1	0	1	1	1
933	1	0	1	0	1	1	1
934	1	0	1	0	1	1	1
935	1	0	1	0	1	1	1
936	1	0	1	0	1	1	1
937	1	0	1	0	1	1	1
938	1	0	1	0	1	1	1
939	1	0	1	0	1	1	1
940	1	0	1	0	1	1	1
941	1	0	1	0	1	1	1
942	1	0	1	0	1	1	1
943	0	0	0	-1	-1	-1	1
944	0	0	0	-1	-1	-1	1
945	0	0	0	-1	-1	-1	1
946	0	0	0	-1	-1	-1	1
947	0	0	0	-1	-1	-1	1
948	0	0	0	-1	-1	-1	1
949	0	0	1	0	0	0	1
950	0	1	1	0	0	0	1
951	0	1	1	0	0	0	1
952	0	1	1	0	0	0	1
953	0	1	1	0	0	0	1
954	0	1	1	0	0	0	1
955	0	1	1	0	0	0	1
956	0	1	1	0	0	0	1
957	0	1	1	0	0	0	1
958	0	1	1	0	0	0	1
959	0	0	0	-1	-1	-1	1
960	0	1	1	0	0	0	1
961	0	1	1	0	0	0	1
962	0	0	0	-1	-1	-1	1
963	0	0	0	-1	-1	-1	1
964	0	0	0	-1	-1	-1	1
965	0	0	0	-1	-1	-1	1
966	0	0	0	-1	-1	-1	1
967	0	0	0	-1	-1	-1	1
968	0	0	0	-1	-1	-1	1
969	0	0	0	-1	-1	-1	1
970	0	1	1	0	0	0	1
971	0	1	1	0	0	0	1
972	0	1	1	0	0	0	1
973	0	1	1	0	0	0	1
974	0	0	0	-1	-1	-1	1
975	0	0	0	-1	-1	-1	1
976	0	0	0	-1	-1	-1	1
977	0	0	0	-1	-1	-1	1
978	0	0	0	-1	-1	-1	1
979	0	0	0	-1	-1	-1	1
980	1	0	0	-1	1	1	1
981	1	0	0	-1	1	1	1
982	1	0	0	-1	1	1	1
983	1	0	0	-1	1	1	1
984	1	0	0	-1	1	1	1
985	1	0	0	-1	1	1	1
986	1	0	0	-1	1	1	1
987	1	0	0	-1	1	1	1
988	1	0	0	-1	1	1	1
989	1	0	0	-1	1	1	1
990	1	0	0	-1	1	1	1
991	1	0	0	-1	1	1	1
992	1	0	0	-1	1	1	1
993	1	0	0	-1	1	1	1
994	1	0	0	-1	1	1	1
995	1	0	0	-1	1	1	1
996	1	0	0	-1	1	1	1
997	1	0	0	-1	1	1	1
998	1	0	0	-1	1	1	1
999	1	0	0	-1	1	1	1
1000	1	0	0	-1	1	1	1
1001	1	0	0	-1	1	1	1
1002	1	0	0	-1	1	1	1
1003	1	0	0	-1	1	1	1
1004	1	0	0	-1	1	1	1
1005	1	0	0	-1	1	1	1
1006	1	0	0	-1	1	1	1
1007	1	0	0	-1	-1	-1	1
1008	1	0	0	-1	-1	-1	1
1009	1	0	0	-1	-1	-1	1
1010	1	0	0	-1	-1	-1	1
1011	1	0	0	-1	-1	-1	1
1012	1	0	0	-1	-1	-1	1
1013	0	0	0	-1	-1	-1	1
1014	0	0	0	-1	-1	-1	1
1015	0	0	0	-1	-1	-1	1
1016	0	0	0	-1	-1	-1	1
1017	0	0	0	-1	-1	-1	1
1018	0	0	0	-1	-1	-1	1
1019	0	0	0	-1	-1	-1	1
1020	0	0	0	-1	-1	-1	1
1021	0	0	0	-1	-1	-1	1
1022	0	0	0	-1	-1	-1	1
1023	0	0	0	-1	-1	-1	1
