INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
90203	26916	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90204	26916	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90205	26916	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90206	26916	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90207	26916	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90208	26916	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90231	26917	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90232	26917	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90233	26917	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90234	26917	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90235	26917	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90236	26917	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90237	26917	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90238	26917	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90261	26918	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90262	26918	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90263	26918	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90264	26918	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90265	26918	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90266	26918	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90267	26918	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90268	26918	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90301	26919	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90302	26919	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90303	26919	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90304	26919	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90305	26919	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90306	26919	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90307	26919	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90308	26919	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90331	26920	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90332	26920	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90333	26920	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90334	26920	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90335	26920	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90336	26920	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90337	26920	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90338	26920	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90361	26921	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90362	26921	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90363	26921	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90364	26921	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90365	26921	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90366	26921	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90367	26921	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90368	26921	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90401	26922	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90402	26922	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90403	26922	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90404	26922	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90405	26922	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90406	26922	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90407	26922	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90408	26922	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90431	26923	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90432	26923	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90433	26923	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90434	26923	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90435	26923	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90436	26923	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90437	26923	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90438	26923	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90461	26924	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90462	26924	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90463	26924	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90464	26924	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90465	26924	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90466	26924	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90467	26924	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90468	26924	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90501	26925	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90502	26925	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90503	26925	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90504	26925	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90505	26925	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90506	26925	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90507	26925	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90508	26925	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90521	26926	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90522	26926	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90523	26926	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90524	26926	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90525	26926	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90526	26926	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90527	26926	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90528	26926	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90541	26927	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90542	26927	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90543	26927	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90544	26927	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90545	26927	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90546	26927	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90547	26927	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90548	26927	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90601	26928	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90602	26928	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90603	26928	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90604	26928	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90605	26928	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90606	26928	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90607	26928	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90608	26928	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90611	26929	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90612	26929	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90613	26929	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90614	26929	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90615	26929	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90616	26929	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90617	26929	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90618	26929	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90621	26930	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90622	26930	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90623	26930	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90624	26930	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90625	26930	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90626	26930	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90627	26930	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90628	26930	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90701	26931	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90702	26931	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90703	26931	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90704	26931	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90705	26931	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90706	26931	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90707	26931	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90708	26931	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90711	26932	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90712	26932	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90713	26932	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90714	26932	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90715	26932	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90716	26932	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90717	26932	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90718	26932	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90721	26933	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90722	26933	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90723	26933	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90724	26933	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90725	26933	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90726	26933	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90727	26933	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90728	26933	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90801	26934	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90802	26934	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90803	26934	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90804	26934	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90805	26934	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90806	26934	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90807	26934	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90808	26934	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90811	26935	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90812	26935	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90813	26935	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90814	26935	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90815	26935	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90816	26935	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90817	26935	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90818	26935	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90821	26936	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90822	26936	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90823	26936	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90824	26936	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90825	26936	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90826	26936	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90827	26936	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90828	26936	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90901	26937	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90902	26937	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90903	26937	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90904	26937	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90905	26937	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90906	26937	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90907	26937	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90908	26937	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90921	26938	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90922	26938	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90923	26938	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90924	26938	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90925	26938	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90926	26938	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90927	26938	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90928	26938	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90941	26939	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90942	26939	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90943	26939	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90944	26939	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90945	26939	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90946	26939	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90947	26939	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
90948	26939	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91001	26940	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91002	26940	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91003	26940	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91004	26940	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91005	26940	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91006	26940	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91007	26940	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91008	26940	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91021	26941	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91022	26941	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91023	26941	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91024	26941	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91025	26941	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91026	26941	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91027	26941	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91028	26941	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91041	26942	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91042	26942	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91043	26942	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91044	26942	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91045	26942	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91046	26942	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91047	26942	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91048	26942	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91101	26943	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91102	26943	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91103	26943	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91104	26943	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91105	26943	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91106	26943	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91107	26943	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91108	26943	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91121	26944	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91122	26944	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91123	26944	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91124	26944	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91125	26944	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91126	26944	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91127	26944	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91128	26944	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91141	26945	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91142	26945	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91143	26945	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91144	26945	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91145	26945	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91146	26945	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91147	26945	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91148	26945	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91201	26946	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91202	26946	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91203	26946	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91204	26946	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91205	26946	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91206	26946	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91207	26946	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91208	26946	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91221	26947	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91222	26947	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91223	26947	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91224	26947	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91225	26947	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91226	26947	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91227	26947	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91228	26947	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91241	26948	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91242	26948	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91243	26948	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91244	26948	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91245	26948	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91246	26948	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91247	26948	1	7	700	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91248	26948	1	7	800	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91301	26949	1	7	100	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91302	26949	1	7	200	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91303	26949	1	7	300	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91304	26949	1	7	400	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91305	26949	1	7	500	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
91306	26949	1	7	600	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0
